UNESCO ID,Site Name,Country,Stone Mentioned,Category,Mention Context
1633,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,Slate,General Rock,"The Slate Landscape of Northwest Wales. The Slate Landscape of Northwest Wales  The Slate Landscape of Northwest Wales illustrates the transformation that industrial slate quarrying and mining brought about in the traditional rural environment of the mountains and valleys of the Snowdon massif. The territory, extending from mountain-top to sea-coast, presented opportunities and constraints that were used and challenged by the large-scale industrial processes undertaken by landowners and capital investors, which reshaped the agricultural landscape into an industrial centre for slate production during the Industrial Revolution (1780-1914). The serial property comprises six components each encompassing relict quarries and mines, archaeological sites related to slate industrial processing, historical settlements, both living and relict, historic gardens and grand country houses, ports, harbours and quays, and railway and road systems illustrating the functional and social linkages of the relict slate industrial landscape. It played a leading role in the field and constituted a model for other slate quarries in different parts of the world. It offers an important and remarkable example of interchange of materials, technology and human values.   Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Slate Landscape of Northwest Wales is located in the United Kingdom, in the mountains of Snowdon massif. Six areas together represent an exceptional example of an industrial landscape which was profoundly shaped by quarrying and mining slate, and transporting it for national and international markets. These were diffused by specialists and by emigration of skilled Welsh quarrymen to the developing slate industries of the United States, continental Europe and Ireland. Criterion (ii)  : The Slate Landscape of Northwest Wales exhibits an important interchange, particularly in the period from 1780 to 1940, on developments in architecture and technology. Slate has been quarried in the mountains of Northwest Wales since Roman times, but sustained large-scale production from the late 18th to the early 20th centuries dominated the global market as a roofing element. Technology, skilled workers and knowledge transfer from this cultural landscape was fundamental to the development of the slate industry of continental Europe and the United States. Criterion (iv)  : The Slate Landscape of Northwest Wales is an outstanding example of a stone quarrying and mining landscape which illustrates the extent of transformation of an agricultural environment during the Industrial Revolution. Massive deposits of high-quality slate defined the principal geological resource of the challenging mountainous terrain of the Snowdon massif. Its boundaries capture the principal non-active slate-producing areas in Northwest Wales, together with their associated industrial heritage that includes the most significant processing facilities, settlements and transport routes. The serial property further embodies a vibrant cultural tradition, including slate-working skills and the continued widespread use of the Welsh language. Attributes of Outstanding Universal Value have been defined and articulated in The Slate Landscape of Northwest Wales Property Management Plan which establishes the over-arching strategies and mechanisms by which the serial property will be managed."
857,"La Grand-Place, Brussels",Belgium,Calcareous Sandstone,General Rock,"Stone façades of Gobertange calcareous sandstone (or Bruxellian) or Euville stone, sculpted ornaments, and woodwork, were generally reproduced in this context, taking into account the original materials and shapes."
857,"La Grand-Place, Brussels",Belgium,Sandstone,General Rock,"Stone façades of Gobertange calcareous sandstone (or Bruxellian) or Euville stone, sculpted ornaments, and woodwork, were generally reproduced in this context, taking into account the original materials and shapes."
367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Germany,Marble,General Rock,"The Romanesque parclose, the renaissance pulpit and some of the Baroque marble altars belong to the major works of sculpture of their respective periods."
1503,Nan Madol: Ceremonial Centre of Eastern Micronesia,Micronesia (Federated States of),Basalt,General Rock,"Nan Madol: Ceremonial Centre of Eastern Micronesia  Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The megalithic basalt stone structures of the more than 100 islets that form Nan Madol off the shore of Pohnpei Island comprise the remains of stone palaces, temples, mortuaries and residential domains. Criterion (i)  : The outstanding monumental megalithic architecture of Nan Madol is demonstrated by the wall construction using massive columnar basalt stones, transported from quarries elsewhere on the island, and laid using a distinctive ‘header-stretcher technique’."
1503,Nan Madol: Ceremonial Centre of Eastern Micronesia,Micronesia (Federated States of),Columnar Basalt,General Rock,"Nan Madol: Ceremonial Centre of Eastern Micronesia  Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The megalithic basalt stone structures of the more than 100 islets that form Nan Madol off the shore of Pohnpei Island comprise the remains of stone palaces, temples, mortuaries and residential domains. Criterion (i)  : The outstanding monumental megalithic architecture of Nan Madol is demonstrated by the wall construction using massive columnar basalt stones, transported from quarries elsewhere on the island, and laid using a distinctive ‘header-stretcher technique’."
392,Temple of Apollo Epicurius at Bassae,Greece,Limestone,General Rock,"The temple’s restoration and conservation works have been conducted according to the international restoration principles, and where necessary, additions to the site are made using the local limestone (a material similar to that used in the monument)."
1106,Pasargadae,Iran (Islamic Republic of),Limestone,General Rock,"It includes, among other monuments, the compact limestone tomb on the Morgab plain that once held Cyrus the Great’s gilded sarcophagus; Tall-e Takht (“Solomon’s Throne”), a great fortified platform built on a hill and later incorporated into a sprawling citadel with substantial mud-brick defences; and the royal ensemble, which consists of several palaces originally located within a garden layout (the so-called “Four Gardens”)."
1605,"Jaipur City, Rajasthan",India,Amber,General Rock,The site selected within the valley that lay to the south of the Amber hills was comparatively flat and undeveloped.
400,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Hungary,Limestone,General Rock,"Other challenges are the insurance of heritage-friendly traffic management and the mitigation of climate change impact on the natural and built environment (for example extreme water-levels of the Danube, air-pollution and deterioration of limestone structures)."
373,"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,Chalk,General Rock,"Stonehenge is one of the most impressive prehistoric megalithic monuments in the world on account of the sheer size of its megaliths, the sophistication of its concentric plan and architectural design, the shaping of the stones - uniquely using both Wiltshire Sarsen sandstone and Pembroke Bluestone - and the precision with which it was built. Built around 2400 BC, it stands 39.5 m high and comprises half a million tonnes of chalk."
373,"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,Sandstone,General Rock,"Stonehenge is one of the most impressive prehistoric megalithic monuments in the world on account of the sheer size of its megaliths, the sophistication of its concentric plan and architectural design, the shaping of the stones - uniquely using both Wiltshire Sarsen sandstone and Pembroke Bluestone - and the precision with which it was built. Built around 2400 BC, it stands 39.5 m high and comprises half a million tonnes of chalk."
787,The <I>Trulli</I> of Alberobello,Italy,Limestone,General Rock,"The Trulli of Alberobello  The trulli , limestone dwellings found in the southern region of Puglia, are remarkable examples of drywall (mortarless) construction, a prehistoric building technique still in use in this region. The trulli are made of roughly worked limestone boulders collected from neighbouring fields. Characteristically, they feature pyramidal, domed or conical roofs built up of corbelled limestone slabs. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The  trulli  , typical limestone dwellings of Alberobello in the southern Italian region of Puglia, are remarkable examples of corbelled dry-stone construction, a prehistoric building technique still in use in this region. These structures, dating from as early as the mid-14th century, characteristically feature pyramidal, domed, or conical roofs built up of corbelled limestone slabs. Trulli  were constructed from roughly worked limestone excavated on-site in the process of creating sub-floor cisterns and from boulders collected from nearby fields and rock outcrops. The whitewashed walls of the  trulli  are built directly onto limestone bedrock and constructed using a dry-stone wall technique (that is, without use of mortar or cement). The roofs are also double-skinned, comprising a domed inner skin of wedge-shaped stone (used in building an arch or vault) capped by a closing stone; and a watertight outer cone built up of corbelled limestone slabs, known as  chianche  or  chiancarelle  . The limestone from which the  trulli  are constructed, and the lime whitewash used to paint the walls, reflect the local geology and landscape setting."
395,"Piazza del Duomo, Pisa",Italy,Marble,General Rock,"A striking quality pervades the site, emanating from the interplay of marble and mosaics, the usual alliance of bare walls and arched galleries, triangular frontons and heavy cupolas with the whole effect heightened by the breath-taking slant of the bell tower."
1016,Historical Centre of the City of Arequipa,Peru,Volcanic Rock,General Rock,"With its buildings built mostly in white or pink volcanic rock (  sillar),  the historical centre of Arequipa has a distinct character resulting from natural causes and historical context. Likewise, the construction techniques -using volcanic stone and the facade engraving works and others- help preserve original and untouched examples that have survived since the 17th century. The construction techniques using volcanic stone and the fine sculptural work of porticos and other structures engraved in  sillar  also witness of the technological development and local mixed Baroque art preserving authentic and unaltered examples that have survived since the 17th century."
1016,Historical Centre of the City of Arequipa,Peru,Volcanic Stone,General Rock,"With its buildings built mostly in white or pink volcanic rock (  sillar),  the historical centre of Arequipa has a distinct character resulting from natural causes and historical context. Likewise, the construction techniques -using volcanic stone and the facade engraving works and others- help preserve original and untouched examples that have survived since the 17th century. The construction techniques using volcanic stone and the fine sculptural work of porticos and other structures engraved in  sillar  also witness of the technological development and local mixed Baroque art preserving authentic and unaltered examples that have survived since the 17th century."
116,Old Towns of Djenné,Mali,Millstone,General Rock,"They have brought to light an archaeological ensemble which bears witness to a pre-Islamic urban structure with a wealth of circular or rectangular constructions in djenné ferey and numerous archaeological remains(funerary jars, pottery, millstones, grinders, metal scoria etc.). Integrity  The vestiges of the four inscribed archaeological sites remain intact (pottery shards, funerary jars, remains of walls and circular or rectangular dwellings of traditional round mud bricks (djénné ferey), statuettes and mud bricks, metal scoria, millstones, grinders and Islamic burial grounds).  The marshes where the small islands are located ensure a relative physical integrity."
116,Old Towns of Djenné,Mali,Scoria,General Rock,"They have brought to light an archaeological ensemble which bears witness to a pre-Islamic urban structure with a wealth of circular or rectangular constructions in djenné ferey and numerous archaeological remains(funerary jars, pottery, millstones, grinders, metal scoria etc.). Integrity  The vestiges of the four inscribed archaeological sites remain intact (pottery shards, funerary jars, remains of walls and circular or rectangular dwellings of traditional round mud bricks (djénné ferey), statuettes and mud bricks, metal scoria, millstones, grinders and Islamic burial grounds).  The marshes where the small islands are located ensure a relative physical integrity."
171,Fort and Shalamar Gardens in Lahore,Pakistan,Marble,General Rock,"The fort contains marble palaces and mosques decorated with mosaics and gilt. The 21 monuments which survive within its boundaries comprise an outstanding repertory of the forms of Mughal architecture from the reign of Akbar (1542-1605), characterized by standardized masonry of baked brick and red sandstone courses relieved by Hindu motifs including zooomorphic corbels, through that of Shah Jahan (1627-58), characterized by the use of luxurious marbles, inlays of precious materials and mosaics, set within exuberant decorative motifs of Persian origins. Shah Jahan added a fairy tale-like complex of buildings surrounding the Court of Shah Jahan (Diwan-e-Kas, Lal Burj, Khwabgah-e-Jahangiri, and the Shish Mahal, 1631-32, one of the most beautiful palaces in the world, sparkling with mosaics of glass, gilt, semi-precious stones and marble screening). The regular plan, enclosed by a crenellated wall of red sandstone, disposes square beds on the upper and lower terraces and elongated blocks on the narrower, intermediate terrace; within, elegant pavilions balance harmoniously arranged poplar and cypress trees, reflected in the vast basins of water."
171,Fort and Shalamar Gardens in Lahore,Pakistan,Red Sandstone,General Rock,"The fort contains marble palaces and mosques decorated with mosaics and gilt. The 21 monuments which survive within its boundaries comprise an outstanding repertory of the forms of Mughal architecture from the reign of Akbar (1542-1605), characterized by standardized masonry of baked brick and red sandstone courses relieved by Hindu motifs including zooomorphic corbels, through that of Shah Jahan (1627-58), characterized by the use of luxurious marbles, inlays of precious materials and mosaics, set within exuberant decorative motifs of Persian origins. Shah Jahan added a fairy tale-like complex of buildings surrounding the Court of Shah Jahan (Diwan-e-Kas, Lal Burj, Khwabgah-e-Jahangiri, and the Shish Mahal, 1631-32, one of the most beautiful palaces in the world, sparkling with mosaics of glass, gilt, semi-precious stones and marble screening). The regular plan, enclosed by a crenellated wall of red sandstone, disposes square beds on the upper and lower terraces and elongated blocks on the narrower, intermediate terrace; within, elegant pavilions balance harmoniously arranged poplar and cypress trees, reflected in the vast basins of water."
171,Fort and Shalamar Gardens in Lahore,Pakistan,Sandstone,General Rock,"The fort contains marble palaces and mosques decorated with mosaics and gilt. The 21 monuments which survive within its boundaries comprise an outstanding repertory of the forms of Mughal architecture from the reign of Akbar (1542-1605), characterized by standardized masonry of baked brick and red sandstone courses relieved by Hindu motifs including zooomorphic corbels, through that of Shah Jahan (1627-58), characterized by the use of luxurious marbles, inlays of precious materials and mosaics, set within exuberant decorative motifs of Persian origins. Shah Jahan added a fairy tale-like complex of buildings surrounding the Court of Shah Jahan (Diwan-e-Kas, Lal Burj, Khwabgah-e-Jahangiri, and the Shish Mahal, 1631-32, one of the most beautiful palaces in the world, sparkling with mosaics of glass, gilt, semi-precious stones and marble screening). The regular plan, enclosed by a crenellated wall of red sandstone, disposes square beds on the upper and lower terraces and elongated blocks on the narrower, intermediate terrace; within, elegant pavilions balance harmoniously arranged poplar and cypress trees, reflected in the vast basins of water."
1025,"Villa d'Este, Tivoli",Italy,Jet,General Rock,"This fountain is in the shape of a serrated chalice, from which a high jet of water falls into a conch shell."
1625,Cordouan Lighthouse,France,Limestone,General Rock,"Built in white limestone dressed blocks at the turn of the 16th and 17th centuries, it was designed by engineer Louis de Foix and remodelled by engineer Joseph Teulère in the late 18th century. Its monumental tower in limestone dressed blocks, decorated with pilasters, columns and sculptures, has 8 levels that rise to a height of 67 metres above sea level."
633,White Monuments of Vladimir and Suzdal,Russian Federation,Limestone,General Rock,"It is of great architectural importance, since it was the first church in Russia to be built in white limestone, the style that came to characterize above all else the 12th-century architecture of Vladimir. The architecture of Vladimir-Suzdal is characterized by stonework faced in regular blocks of white limestone, refined proportions, fine stone carving, apparent lightness of buildings, and the skill of the ancient church architects in harmonizing their buildings with the surrounding natural landscape."
90,Abu Mena,Egypt,Limestone,General Rock,"The main buildings were constructed with ashlar masonry of limestone set in lime mortar, the columns were usually made of marble and evidence exists of mosaic decoration. These include limestone, bricks, mortars, marble, the unique overall design, the planning of the Christian Centre, and its completely preserved holy marble settlement."
90,Abu Mena,Egypt,Marble,General Rock,"The main buildings were constructed with ashlar masonry of limestone set in lime mortar, the columns were usually made of marble and evidence exists of mosaic decoration. These include limestone, bricks, mortars, marble, the unique overall design, the planning of the Christian Centre, and its completely preserved holy marble settlement."
129,Maya Site of Copan,Honduras,Obsidian,General Rock,On its western side is a stairway sculptured with figures of jaguars originally inlaid with black obsidian.
731,Hanseatic Town of Visby,Sweden,Limestone,General Rock,"Some of the limestone used as building material was quarried from here. Urban archaeology gives evidence to widespread building structures, streets paved with large limestone slabs and a sophisticated water and sewage system. the ruins of St George and Solberga monastery, the medieval gallows hill, limestone quarries and entry roads into the medieval town. From its heyday as a Hanseatic trading centre, the limestone warehouses have maintained their dominance along three main streets parallel to the shoreline."
247,Hill Forts of Rajasthan,India,Amber,General Rock,"Amber Palace is representative of a key phase (17th century) in the development of a common Rajput-Mughal court style, embodied in the buildings and gardens added to Amber by Mirza Raja Jai Singh I.  Jaisalmer is an example a hill fort in desert terrain. The original exterior plaster at Amber Fort and Gagron Fort has been replaced, which has caused a loss of historic material and patina. Gagron and Amber Forts are designated as State Protected Monuments of Rajasthan under the Rajasthan Monuments, Archaeological Sites and Antiquities Act of 1968. In the case of Amber Palace an additional notification for the protection of a 50 metre buffer zone around the property has been issued. To implement the recommendations of the Apex Advisory Committee, the Amber Development and Management Authority, acts as an overarching authority for management implementation."
1226,Stone Circles of Senegambia,"Gambia,Senegal",Laterite,General Rock,"Together the stone circles of laterite pillars and their associated burial mounds present a vast sacred landscape created over more than 1,500 years. The stones forming the circles were extracted from nearby laterite quarries using iron tools and skilfully shaped into almost identical pillars, either cylindrical or polygonal, on average around 2 m in height and weighing up to 7 tons."
1103,Mausoleum of Khoja Ahmed Yasawi,Kazakhstan,Alabaster,General Rock,"Other notable attributes include fragments of original wall paintings in the mosque, alabaster stalactites (muqarnas) in the intrados of the domes, glazed tiles featuring geometric patterns with epigraphic ornaments on the exterior and interior walls, fine  Kufic  and  Suls  inscriptions on the walls, and texts from the Qu’ran on the drums of the domes."
1103,Mausoleum of Khoja Ahmed Yasawi,Kazakhstan,Stalactite,General Rock,"Other notable attributes include fragments of original wall paintings in the mosque, alabaster stalactites (muqarnas) in the intrados of the domes, glazed tiles featuring geometric patterns with epigraphic ornaments on the exterior and interior walls, fine  Kufic  and  Suls  inscriptions on the walls, and texts from the Qu’ran on the drums of the domes."
1093,Um er-Rasas (Kastrom Mefa'a),Jordan,Limestone,General Rock,"The limestone structures, some bearing remnants of painted plaster, and the excavated mosaic floors are vulnerable to general weathering processes and poor drainage."
696,Kronborg Castle,Denmark,Sandstone,General Rock,"The bright sandstone facades are characterized by horizontal bands and the front walls are balanced by towers and spires. The castle is extensively and richly decorated with sandstone ornaments in unique and imaginative designs. Continual restoration of the castle’s facades is carried out, including the carving of replicas of the unique sandstone ornaments."
1570,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,Dolerite,General Rock,"Construction of the sandstone temple began in 1213 CE and is believed to have continued over some 40 years. The building features decorated beams and pillars of carved granite and dolerite with a distinctive and pyramidal Vimana (horizontally stepped tower) made of lightweight porous bricks, so-called ‘floating bricks’, which reduced the weight of the roof structures. The temple is built of sandstone with decorated beams and pillars of carved granite and dolerite with a distinctive and pyramidal Vimana made of lightweight porous bricks, also known as “floating bricks”. The sculptures of the Kakatiya Rudreshwara (Ramappa) Temple, especially its bracket figures, are unique artistic works carved out of the hard dolerite stone giving it a metal like finish with intact lustre. The indigenous value held by the innovative construction techniques of building structures using sand-box technology  , light weight porous  floating bricks and other traditional methods, and the commendable sculptural efforts in chiselling the very hard dolerite rocks to get the everlasting metallic polishes are very well displayed and are intact at Rudreshwara (Ramappa) Temple, Palampet. The temple was erected using ﬁve types of local material, like sand for foundation, clay for bricks, dolerite and sandstone for sculptures, granite for columns and beams, which are all retained in their original composition."
1570,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,Granite,General Rock,"Construction of the sandstone temple began in 1213 CE and is believed to have continued over some 40 years. The building features decorated beams and pillars of carved granite and dolerite with a distinctive and pyramidal Vimana (horizontally stepped tower) made of lightweight porous bricks, so-called ‘floating bricks’, which reduced the weight of the roof structures. The temple is built of sandstone with decorated beams and pillars of carved granite and dolerite with a distinctive and pyramidal Vimana made of lightweight porous bricks, also known as “floating bricks”. The sculptures of the Kakatiya Rudreshwara (Ramappa) Temple, especially its bracket figures, are unique artistic works carved out of the hard dolerite stone giving it a metal like finish with intact lustre. The indigenous value held by the innovative construction techniques of building structures using sand-box technology  , light weight porous  floating bricks and other traditional methods, and the commendable sculptural efforts in chiselling the very hard dolerite rocks to get the everlasting metallic polishes are very well displayed and are intact at Rudreshwara (Ramappa) Temple, Palampet. The temple was erected using ﬁve types of local material, like sand for foundation, clay for bricks, dolerite and sandstone for sculptures, granite for columns and beams, which are all retained in their original composition."
1570,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,Sandstone,General Rock,"Construction of the sandstone temple began in 1213 CE and is believed to have continued over some 40 years. The building features decorated beams and pillars of carved granite and dolerite with a distinctive and pyramidal Vimana (horizontally stepped tower) made of lightweight porous bricks, so-called ‘floating bricks’, which reduced the weight of the roof structures. The temple is built of sandstone with decorated beams and pillars of carved granite and dolerite with a distinctive and pyramidal Vimana made of lightweight porous bricks, also known as “floating bricks”. The sculptures of the Kakatiya Rudreshwara (Ramappa) Temple, especially its bracket figures, are unique artistic works carved out of the hard dolerite stone giving it a metal like finish with intact lustre. The indigenous value held by the innovative construction techniques of building structures using sand-box technology  , light weight porous  floating bricks and other traditional methods, and the commendable sculptural efforts in chiselling the very hard dolerite rocks to get the everlasting metallic polishes are very well displayed and are intact at Rudreshwara (Ramappa) Temple, Palampet. The temple was erected using ﬁve types of local material, like sand for foundation, clay for bricks, dolerite and sandstone for sculptures, granite for columns and beams, which are all retained in their original composition."
1011,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Armenia,Marble,General Rock,"From 1712 to 1721 Naghash Hovnatan worked there (the paintings on the upper part of the dome and the Holy Mother of God painted on the internal marble of the main apse are preserved). It is a four-column domed basilica with harmonious proportions, a central nave and two sacristies built of well-processed tuff (a stone of volcanic origin). The present-day church was built of brown well-processed tuff and is distinguished by its unique architecture."
1011,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Armenia,Tuff,General Rock,"From 1712 to 1721 Naghash Hovnatan worked there (the paintings on the upper part of the dome and the Holy Mother of God painted on the internal marble of the main apse are preserved). It is a four-column domed basilica with harmonious proportions, a central nave and two sacristies built of well-processed tuff (a stone of volcanic origin). The present-day church was built of brown well-processed tuff and is distinguished by its unique architecture."
255,Fatehpur Sikri,India,Coal,General Rock,"The buildings are constructed in red sandstone with little use of marble. The Supreme Court of India in December 1996 delivered a ruling that banned the use of coal/coke in industries located in this “Taj Trapezium Zone” (TTZ), and required these industries to switch over to natural gas or relocate outside the TTZ."
255,Fatehpur Sikri,India,Marble,General Rock,"The buildings are constructed in red sandstone with little use of marble. The Supreme Court of India in December 1996 delivered a ruling that banned the use of coal/coke in industries located in this “Taj Trapezium Zone” (TTZ), and required these industries to switch over to natural gas or relocate outside the TTZ."
255,Fatehpur Sikri,India,Red Sandstone,General Rock,"The buildings are constructed in red sandstone with little use of marble. The Supreme Court of India in December 1996 delivered a ruling that banned the use of coal/coke in industries located in this “Taj Trapezium Zone” (TTZ), and required these industries to switch over to natural gas or relocate outside the TTZ."
255,Fatehpur Sikri,India,Sandstone,General Rock,"The buildings are constructed in red sandstone with little use of marble. The Supreme Court of India in December 1996 delivered a ruling that banned the use of coal/coke in industries located in this “Taj Trapezium Zone” (TTZ), and required these industries to switch over to natural gas or relocate outside the TTZ."
1670,Sacred Ensembles of the Hoysalas,India,Schist,General Rock,"The three component parts are built with chloritic schist and reflect the features such as stellate plans, horizontal friezes of the adhisthana, artists' signatures, sculptural panels and carvings that became the hallmark of this period."
782,La Lonja de la Seda de Valencia,Spain,Freestone,General Rock,"The floor is paved with Alcublas marble of different colours. In addition to being a very representative example of medieval places of commerce, the building incorporates elements of the new architectonic language that developed in Europe at the end of the 15  th  century incorporating the most daring progress in the field of construction techniques (admirable twisted columns and vaults of remarkable complexity, all in freestone of the highest quality)."
782,La Lonja de la Seda de Valencia,Spain,Marble,General Rock,"The floor is paved with Alcublas marble of different colours. In addition to being a very representative example of medieval places of commerce, the building incorporates elements of the new architectonic language that developed in Europe at the end of the 15  th  century incorporating the most daring progress in the field of construction techniques (admirable twisted columns and vaults of remarkable complexity, all in freestone of the highest quality)."
1055,Lamu Old Town,Kenya,Coral Stone,General Rock,"Built in coral stone and mangrove timber, the town is characterized by the simplicity of structural forms enriched by such features as inner courtyards, verandas, and elaborately carved wooden doors."
890,Historic Centre of the Town of Diamantina,Brazil,Flagstone,General Rock,"The regularly aligned 18th and 19th century semi-detached houses with one or two floors are painted in bright colours on a white ground, and contrast with the grey flagstone paving of the streets."
365,Khami Ruins National Monument,Zimbabwe,Granite,General Rock,"The population lived in daga huts of cobwork, surrounded by a series of granite walls. There is also a monumental granite cross which illustrates the contact with missionaries at a traditionally revered and sacred spiritual site. Acknowledging huts made of cobwork (daga) enhanced by decorative friezes, and surrounded by a series of granite walls, and with a great number of passage ways and uncovered perambulatory galleries, the current population maintains the historic traditions of the site."
1295,"Fort Jesus, Mombasa",Kenya,Coral Rock,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Built by the Portuguese at the end of the 16th century at the southern edge of the town of Mombasa, over a spur of coral rock, and kept under their control for one century, Fort Jesus, Mombasa, bears testimony to the first successful attempt by Western civilization to rule the Indian ocean trade routes, which, until then had remained under Eastern influence. Authenticity  In regard to authenticity, Fort Jesus, Mombasa, hasretained its form, design and materials, with coral stone and lime mortar still being used in the traditional way, where necessary, for repair and conservation work."
1295,"Fort Jesus, Mombasa",Kenya,Coral Stone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Built by the Portuguese at the end of the 16th century at the southern edge of the town of Mombasa, over a spur of coral rock, and kept under their control for one century, Fort Jesus, Mombasa, bears testimony to the first successful attempt by Western civilization to rule the Indian ocean trade routes, which, until then had remained under Eastern influence. Authenticity  In regard to authenticity, Fort Jesus, Mombasa, hasretained its form, design and materials, with coral stone and lime mortar still being used in the traditional way, where necessary, for repair and conservation work."
634,"Church of the Ascension, Kolomenskoye",Russian Federation,Limestone,General Rock,"In the first half of the 20th century, restoration works based on scientific elaborations were carried out as follows: white-stone of the porches and parapets were renewed; facades were renovated by replacing damaged areas and coating them with white limestone; wood structures of the galleries' roofs were reconstructed; and the cross, the sphere and chains underneath were restored and gilded."
194,Timgad,Algeria,Limestone,General Rock,"The streets were paved with large rectangular limestone slabs and, as attested by the 14 baths which still may be seen today, particular attention was paid to the disposition of public conveniences."
194,Timgad,Algeria,Marble,General Rock,"The streets were paved with large rectangular limestone slabs and, as attested by the 14 baths which still may be seen today, particular attention was paid to the disposition of public conveniences."
1131,Royal Exhibition Building and Carlton Gardens,Australia,Slate,General Rock,"The building is constructed of brick and timber, steel and slate."
557,Rock Carvings in Tanum,Sweden,Granite,General Rock,"Northern  Bohuslän  is a land of granite bedrock, parts of which were scraped clean about 14,000 years ago as the  Scandinavian Ice Sheet  slowly moved northward, leaving gently curved rock faces exposed. In Tanum, as in the rest of Scandinavia, figures at selected rock carving sites have been repeatedly painted over the past five or six decades, since their granitic environment can make them difficult to distinguish."
557,Rock Carvings in Tanum,Sweden,Granitic,General Rock,"Northern  Bohuslän  is a land of granite bedrock, parts of which were scraped clean about 14,000 years ago as the  Scandinavian Ice Sheet  slowly moved northward, leaving gently curved rock faces exposed. In Tanum, as in the rest of Scandinavia, figures at selected rock carving sites have been repeatedly painted over the past five or six decades, since their granitic environment can make them difficult to distinguish."
1211,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,Marble,General Rock,"As a sea power, the city of Genoa has always been closely associated with its port, which nonetheless was separated from the city for centuries by partitions of different nature such as the walls from the 17th century, the “marble terraces” in the 19th century  and other service facilities."
404,"Acropolis, Athens",Greece,Marble,General Rock,"Moreover, the techniques and the tools used for the restoration works are similar to those of the ancient craftspeople, while the white marble used for completing the eroded architectural elements is quarried from the same mountain as in antiquity (Mt."
404,"Acropolis, Athens",Greece,White Marble,General Rock,"Moreover, the techniques and the tools used for the restoration works are similar to those of the ancient craftspeople, while the white marble used for completing the eroded architectural elements is quarried from the same mountain as in antiquity (Mt."
586,Rohtas Fort,Pakistan,Marble,General Rock,"Most noteworthy are the sophistication and high artistic value of its decorative elements, notably its high- and low-relief carvings, its calligraphic inscriptions in marble and sandstone, its plaster decoration, and its glazed tiles."
586,Rohtas Fort,Pakistan,Sandstone,General Rock,"Most noteworthy are the sophistication and high artistic value of its decorative elements, notably its high- and low-relief carvings, its calligraphic inscriptions in marble and sandstone, its plaster decoration, and its glazed tiles."
1532,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,Laterite,General Rock,"Decorated sandstone elements in the site are characteristic of the pre-Angkor decorative idiom, known as the Sambor Prei Kuk Style. Within the Temple Zone, an outstanding ensemble of 186 fired brick temples with sandstone detailing reflects the introduction of technical and spiritual ideas of the Hindu Hariharan and Sakabrahmana cults from India and Persia respectively and the resulting convergence of these with animist and Buddhist elements that produced the unique Sambor Prei Kuk artistic style, which later heralded the Khmer style developed in Angkor. Each has a central tower on a raised platform surrounded by smaller towers and other structures, and are enclosed by square brick and/or laterite walls, two for the central and south groups but three for the Prasat Sambor complex with each outer wall extending to 389 metres. Criterion (ii):  The Sambor Prei Kuk architectural and artistic style of the Temple Zone of Ishanapura, as exemplified in the layout, architectural forms and sculptured reflects on 186 fired bricks temples with sandstone detailing, presents a vivid convergence of spiritual and technical influences between Hindu cults  predominantly  from India and Persia and elements of animism and Buddhism, which became a model that spread to other parts of the region and eventually led to the crystallization of the unique Khmer style of the Angkorian  period."
