Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Standardised Stone Name,Description Mention Statement,OUV Mention Statement,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
726,Historic Centre of Naples,Italy,Yes,Grey Piperno,Ignimbrite,,,"Greek, Roman, Byzantine, Norman, French Gothic, Tuscan/Aragonese, Renaissance, Baroque, Neoclassical; nan",Internal (DS/OUV),,9th Century B.C. (Parthenope/Palaepolis) – 18th Century A.D. (Bourbon era) & modern continuity,Internal (DS/OUV),,"Greek, Roman, Byzantine, Norman, Swabian, Angevin, Aragonese, Spanish, Bourbon",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,"Yellow (Tufa), Grey (Piperno), White (Marble)",Internal (DS/OUV),,,,,,,,"Naples subsoil (Fontanelle, Capodimonte, Rione Sanità, Pizzofalcone) & western Campi Flegrei (Pianura, Soccavo)",External,https://virtualexplorer.com.au/article/2010/261/urban-geology-in-the-neapolitan-area/materials.html,Italy,Internal (DS/OUV),,Local (Yellow Tufa and Piperno derived locally from subsoil/Bay area); White Marble imported/regional,Internal (DS/OUV),,,,,"Load-bearing masonry walls, foundations, city wall fortifications (e.g., Castel Nuovo, Castel dell'Ovo)",Internal (DS/OUV),,"Facades, columns, capitals, lintels, bas-reliefs, ornamental details, sculptures",Internal (DS/OUV),,,,,,,,,,,,,,Moderate,Internal (DS/OUV),,"• Journal of the Virtual Explorer: Urban Geology in the Neapolitan Area


• ResearchGate: Piperno from Campi Flegrei


• CORE: Influence of Water on Neapolitan Yellow Tuff",,,Tier 9: Unflagged,
726,Historic Centre of Naples,Italy,Yes,White Marble,Marble,,"There is remarkable continuity in the use of materials, all derived locally, and distinctive visual and material features, such as the basic yellow tufa, white marble, and the grey

piperno

.","Greek, Roman, Byzantine, Norman, French Gothic, Tuscan/Aragonese, Renaissance, Baroque, Neoclassical; nan",Internal (DS/OUV),,9th Century B.C. (Parthenope/Palaepolis) – 18th Century A.D. (Bourbon era) & modern continuity,Internal (DS/OUV),,"Greek, Roman, Byzantine, Norman, Swabian, Angevin, Aragonese, Spanish, Bourbon",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,"Yellow (Tufa), Grey (Piperno), White (Marble)",Internal (DS/OUV),,,,,,,,"Naples subsoil (Fontanelle, Capodimonte, Rione Sanità, Pizzofalcone) & western Campi Flegrei (Pianura, Soccavo)",External,https://virtualexplorer.com.au/article/2010/261/urban-geology-in-the-neapolitan-area/materials.html,Italy,Internal (DS/OUV),,Local (Yellow Tufa and Piperno derived locally from subsoil/Bay area); White Marble imported/regional,Internal (DS/OUV),,,,,"Load-bearing masonry walls, foundations, city wall fortifications (e.g., Castel Nuovo, Castel dell'Ovo)",Internal (DS/OUV),,"Facades, columns, capitals, lintels, bas-reliefs, ornamental details, sculptures",Internal (DS/OUV),,,,,,,,,,,,,,Moderate,Internal (DS/OUV),,"• Journal of the Virtual Explorer: Urban Geology in the Neapolitan Area


• ResearchGate: Piperno from Campi Flegrei


• CORE: Influence of Water on Neapolitan Yellow Tuff",,,Tier 9: Unflagged,
731,Hanseatic Town of Visby,Sweden,Yes,Limestone,Limestone,,"Some of the limestone used as building material was quarried from here. || Urban archaeology gives evidence to widespread building structures, streets paved with large limestone slabs and a sophisticated water and sewage system. || the ruins of St George and Solberga monastery, the medieval gallows hill, limestone quarries and entry roads into the medieval town. || From its heyday as a Hanseatic trading centre, the limestone warehouses have maintained their dominance along three main streets parallel to the shoreline.","Walled trading town, ramparts, warehouses, merchants' dwellings, castles, cathedrals, churches, guild houses, residences, towers, gates, moats, monasteries, vernacular wooden houses, hospital, school, prison.; nan",Internal (DS/OUV),,"Viking Age (pre-12th century), 12th century, 13th century, 14th century, 18th century, and 19th century.",Internal (DS/OUV),,"Viking / Gotlandic, German (Hanseatic League), Danish, Russian.",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Gotlandic Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Quarries extracted from the surrounding dry moats, open spaces, and adjacent limestone quarries.",Internal (DS/OUV),,Sweden (Island of Gotland),Internal (DS/OUV),,Local,Internal (DS/OUV),,Local / Short distance (Quarried directly from the defensive network/moats surrounding the site and nearby quarries).,Internal (DS/OUV),,"Town defense walls, ramparts, towers, gates, foundations, warehouses, churches, cathedrals, and street paving (large limestone slabs).",Internal (DS/OUV),,,,,Stone masonry with Gotlandic lime plaster/mortars; horizontal plank timber construction (used for vernacular houses).,Internal (DS/OUV),,"Partial collapses over the years (e.g., collapse of a section of the town wall in 2012); decay of abandoned church ruins after the Reformation (1530s).",Internal (DS/OUV),,,,,Restoration of the town wall following the 2012 collapse; ongoing traditional lime production and craftsmanship for mortar/plaster preservation.,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,Tier 9: Unflagged,
736,Seokguram Grotto and Bulguksa Temple,Republic of Korea,Yes,Granite,Granite,,"Seokguram is an artificial grotto constructed of granite that comprises an antechamber, a corridor and a main rotunda. || Criterion (i):

The Seokguram Grotto, with its statue of Buddha surrounded by Bodhisattvas, the Ten Disciples, Eight Divine Guardians, two Devas, and two Vajrapanis all carved from white granite, is a masterpiece of East Asian Buddhist Art.",Buddhist Religious Architectural Complex / Artificial Stone Grotto & Wooden Temple on Stone Terraces; nan,Internal (DS/OUV),,8th Century (Built circa 751–774 CE),Internal (DS/OUV),,Silla Kingdom (Silla Dynasty),Internal (DS/OUV),,,Internal (DS/OUV),,,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Light gray to off-white (""White Granite"")",Internal (DS/OUV),,Equigranular to porphyritic masonry blocks and reliefs,Internal (DS/OUV),,,,,Mount Toham (Mount Tohamsan) quarries,Internal (DS/OUV),,Republic of Korea,Internal (DS/OUV),,Local (sourced directly from Mount Tohamsan),Internal (DS/OUV),,Short distance / Local site extraction (< 5 km),External,Inferred from Mount Toham location,"Artificial domed grotto, stone foundations, raised terraces, steps, and pagodas (Seokgatap and Dabotap)",Internal (DS/OUV),,"Monumental Buddha statue, high and low relief carvings (devas, bodhisattvas, disciples, guardians)",Internal (DS/OUV),,Dry-laid fine granite masonry; innovative dome construction using over 360 stone slabs and locking stones,Internal (DS/OUV),,"Moisture and condensation, mold/mildew/moss growth, acid rain, salty fogs, and atmospheric weathering",Internal (DS/OUV),,Concrete (used during 1913–1915 and 1960s restorations for protective outer domes),Internal (DS/OUV),,1913–1915 dismantle & concrete dome construction; 1960s dual concrete dome addition; wooden antechamber & glass barrier installation,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Official UNESCO World Heritage Dossier #736; ICOMOS Advisory Body Evaluation Document,,,Tier 9: Unflagged,
736,Seokguram Grotto and Bulguksa Temple,Republic of Korea,Yes,White Granite,Granite,,"Seokguram is an artificial grotto constructed of granite that comprises an antechamber, a corridor and a main rotunda. || Criterion (i):

The Seokguram Grotto, with its statue of Buddha surrounded by Bodhisattvas, the Ten Disciples, Eight Divine Guardians, two Devas, and two Vajrapanis all carved from white granite, is a masterpiece of East Asian Buddhist Art.",Buddhist Religious Architectural Complex / Artificial Stone Grotto & Wooden Temple on Stone Terraces; nan,Internal (DS/OUV),,8th Century (Built circa 751–774 CE),Internal (DS/OUV),,Silla Kingdom (Silla Dynasty),Internal (DS/OUV),,,Internal (DS/OUV),,,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Light gray to off-white (""White Granite"")",Internal (DS/OUV),,Equigranular to porphyritic masonry blocks and reliefs,Internal (DS/OUV),,,,,Mount Toham (Mount Tohamsan) quarries,Internal (DS/OUV),,Republic of Korea,Internal (DS/OUV),,Local (sourced directly from Mount Tohamsan),Internal (DS/OUV),,Short distance / Local site extraction (< 5 km),External,Inferred from Mount Toham location,"Artificial domed grotto, stone foundations, raised terraces, steps, and pagodas (Seokgatap and Dabotap)",Internal (DS/OUV),,"Monumental Buddha statue, high and low relief carvings (devas, bodhisattvas, disciples, guardians)",Internal (DS/OUV),,Dry-laid fine granite masonry; innovative dome construction using over 360 stone slabs and locking stones,Internal (DS/OUV),,"Moisture and condensation, mold/mildew/moss growth, acid rain, salty fogs, and atmospheric weathering",Internal (DS/OUV),,Concrete (used during 1913–1915 and 1960s restorations for protective outer domes),Internal (DS/OUV),,1913–1915 dismantle & concrete dome construction; 1960s dual concrete dome addition; wooden antechamber & glass barrier installation,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Official UNESCO World Heritage Dossier #736; ICOMOS Advisory Body Evaluation Document,,,Tier 9: Unflagged,
743,National Archeological Park of Tierradentro,Colombia,Yes,Volcanic tuff; stone of volcanic origin,Tuff,,"The area holds the largest concentration of pre-Columbian monumental shaft tombs with side chambers--known as hypogea—which were carved in the volcanic tuff below hilltops and mountain ridges. || The degree of complexity achieved by the architecture of these tombs with chambers that resemble the interior of large houses is evident in the admirable carving in tuff of the stairs that give access to a lobby and the chamber, as well as in the skilful placement of core and perimeter columns that required very careful planning. || These include also identifying and managing the main threats to the funerary structures and minimizing damages caused by earthquakes, which added to the high levels of interior relative humidity and the intrinsic characteristics of the volcanic tuffs from which they were excavated, can alter both the structural elements and decorative paint and carvings.",Hypogea (underground shaft and side-chamber tombs); artificial residential terraces; nan,Internal (DS/OUV),,600 AD to 900 AD (hypogea); pre-13th century AD,Internal (DS/OUV),,Tierradentro Culture (Pre-Hispanic Andean society),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,Volcanic Tuff,Internal (DS/OUV),,,,,,,,"Red, black, and white (pigments/paint on tuff matrix)",Internal (DS/OUV),,,,,,,,,,,,,,Local (tombs carved directly into bedrock below hilltops/ridges),Internal (DS/OUV),,,,,"Carved subterranean chambers, access stairs, central support columns, pilasters, and niches",Internal (DS/OUV),,"Anthropomorphic carvings, free-standing statues, and polychrome painted murals",Internal (DS/OUV),,Rock-cut / Hypogeum architecture (carved directly out of bedrock); wattle-and-daub (for residential structures),Internal (DS/OUV),,Alteration from high interior relative humidity and natural intrinsic fragility of the volcanic tuffs,Internal (DS/OUV),,,,,Reconstruction of structural columns and stairs in select cases; preventive conservation of paintings/carvings,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
744,San Agustín Archaeological Park,Colombia,Yes,Tuff,Tuff,,"These hieratic guards, some more than 4 m high weighing several tonnes, are carved in blocks of tuff and volcanic rock.","Religious monuments, megalithic funerary monuments, burial mounds, terraces, funerary structures, stone statuary, and water/monument carvings in stream beds; nan",Internal (DS/OUV),,Pre-Columbian megalithic funerary architecture,Internal (DS/OUV),,"1st to 8th / 9th century AD (Regional Classic period 1–900 AD, developing since around 1000 BC)",Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,Tuff and unspecified volcanic rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Colombia,Internal (DS/OUV),,Local (carved into bedrock and local volcanic stone blocks),Internal (DS/OUV),,,,,"Stone corridors, columns, sarcophagi, funeral rooms, stream stone bed carvings",Internal (DS/OUV),,"Megalithic statuary, relief carvings, carved designs on bedrock",Internal (DS/OUV),,"Monolithic carvings, stone slabs, megalithic construction, earth and stone mounds",Internal (DS/OUV),,"Soil instability, bedrock erosion caused by rainfall and water flow (at Fuente de Lavapatas), wind erosion, biodeterioration",Internal (DS/OUV),,,,,"Preventive conservation, 16 reconstructed funerary mounds, systematic control of biodeterioration agents",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
744,San Agustín Archaeological Park,Colombia,Yes,Volcanic Rock,Volcanic Rock,,"These hieratic guards, some more than 4 m high weighing several tonnes, are carved in blocks of tuff and volcanic rock.","Religious monuments, megalithic funerary monuments, burial mounds, terraces, funerary structures, stone statuary, and water/monument carvings in stream beds; nan",Internal (DS/OUV),,Pre-Columbian megalithic funerary architecture,Internal (DS/OUV),,"1st to 8th / 9th century AD (Regional Classic period 1–900 AD, developing since around 1000 BC)",Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,Tuff and unspecified volcanic rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Colombia,Internal (DS/OUV),,Local (carved into bedrock and local volcanic stone blocks),Internal (DS/OUV),,,,,"Stone corridors, columns, sarcophagi, funeral rooms, stream stone bed carvings",Internal (DS/OUV),,"Megalithic statuary, relief carvings, carved designs on bedrock",Internal (DS/OUV),,"Monolithic carvings, stone slabs, megalithic construction, earth and stone mounds",Internal (DS/OUV),,"Soil instability, bedrock erosion caused by rainfall and water flow (at Fuente de Lavapatas), wind erosion, biodeterioration",Internal (DS/OUV),,,,,"Preventive conservation, 16 reconstructed funerary mounds, systematic control of biodeterioration agents",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
757,Sceilg Mhichíl,Ireland,Yes,Sandstone,Sandstone,,"Faulting of Devonian sandstone has created a U-shaped depression known today as “Christ’s Valley” or “Christ’s Saddle” 130 m above sea level in the centre of the island, and this is flanked by two peaks, that to the north-east rising to 185 m and that to the west-south-west, 218 m. The rock is deeply eroded and weathered, owing to its exposed position, but it is almost frost-free.",Indigenous dry stone masonry / Monastic settlement architecture; nan,Internal (DS/OUV),,Early Medieval (Monastery dedicated to St Michael between 950 and 1050; roots in 5th–6th century Christian monasticism),Internal (DS/OUV),,Early Medieval Irish Christian Monasticism,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Sandstone (Devonian sandstone mentioned in notes/OUV),Internal (DS/OUV),,Devonian,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Local / Indigenous,Internal (DS/OUV),,,,,"Cells, oratories, South Peak Hermitage, retaining walls, terraces, foundations, steps, paved areas",Internal (DS/OUV),,,,,Dry stone masonry (evolution of dry stone masonry techniques),Internal (DS/OUV),,Deeply eroded and weathered owing to exposed oceanic position; almost frost-free environment,Internal (DS/OUV),,,,,"Program of conservation works, structural consolidation, repair, and stabilization of steps/retaining walls since the late 1970s; rebuilding of upper retaining wall along St Michael's Church in 1880s",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
758,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Hungary,Yes,Red Marble,Marble,,"The main south door, known as the Porta Speciosa, is faced with red marble and flanked by five pairs of columns. || Sculptured stones from the Romanesque cloister were found during studies carried out in the 1960s, when the door leading into the medieval refectory, with small red marble columns, also came to light.","Monastic complex (Abbey, Basilica/Church, Cloister, Crypt, Refectory, Chapel, Millennium Monument, Library); nan",Internal (DS/OUV),,"Monastic complex (Abbey, Basilica/Church, Cloister, Crypt, Refectory, Chapel, Millennium Monument, Library)",Internal (DS/OUV),,Medieval & Early Modern European / Hungarian Christian (Benedictine Monasticism),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,,,,,,,,,,,,,"Red / Reddish, Grey/White (Limestone)",Internal (DS/OUV),,,,,,,,Gerecse Mountains quarries (Tardos area),External,,Hungary,External,,Regional / Domestic (Carpathian Basin),External,,~50–80 km (Gerecse to Pannonhalma),External,,"Walls, foundations, piers, arches, vaults, Millennium Monument core structure",Internal (DS/OUV),,"Porta Speciosa facing, decorative small columns, sculptured cloister stones, portico columns (Ionic), tympanum relief",Internal (DS/OUV),,"Ashlar masonry, carved decorative stonework",Internal (DS/OUV),,Severe deterioration (noted specifically on the 26m dome/drum of the Millennium Monument),Internal (DS/OUV),,,,,Dome removal (1937–38); 1960s cloister excavations/restorations; Romantic style restoration (1865); 20th-century conservation phases,Internal (DS/OUV),,Good,Internal (DS/OUV),,"Archaeometriai Műhely Journal (Bernadett, 2024)",,,Tier 9: Unflagged,
758,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Hungary,Yes,Limestone,Limestone,,"It consists of a single block, constructed in brick and limestone.","Monastic complex (Abbey, Basilica/Church, Cloister, Crypt, Refectory, Chapel, Millennium Monument, Library); nan",Internal (DS/OUV),,"Monastic complex (Abbey, Basilica/Church, Cloister, Crypt, Refectory, Chapel, Millennium Monument, Library)",Internal (DS/OUV),,Medieval & Early Modern European / Hungarian Christian (Benedictine Monasticism),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,,,,,,,,,,,,,"Red / Reddish, Grey/White (Limestone)",Internal (DS/OUV),,,,,,,,Gerecse Mountains quarries (Tardos area),External,,Hungary,External,,Regional / Domestic (Carpathian Basin),External,,~50–80 km (Gerecse to Pannonhalma),External,,"Walls, foundations, piers, arches, vaults, Millennium Monument core structure",Internal (DS/OUV),,"Porta Speciosa facing, decorative small columns, sculptured cloister stones, portico columns (Ionic), tympanum relief",Internal (DS/OUV),,"Ashlar masonry, carved decorative stonework",Internal (DS/OUV),,Severe deterioration (noted specifically on the 26m dome/drum of the Millennium Monument),Internal (DS/OUV),,,,,Dome removal (1937–38); 1960s cloister excavations/restorations; Romantic style restoration (1865); 20th-century conservation phases,Internal (DS/OUV),,Good,Internal (DS/OUV),,"Archaeometriai Műhely Journal (Bernadett, 2024)",,,Tier 9: Unflagged,
772,Fertö / Neusiedlersee Cultural Landscape,"Austria,Hungary",Yes,Limestone,Limestone,,"Authenticity is also supported by the continued use of local building materials (limestone, reed and wood). || The Leitha limestone, found near the lake and quarried from Roman times until the mid-20th century, provided building stone to Sopron and Vienna as well as to local settlements.","Rural architecture, 18th- and 19th-century palaces, vernacular architecture, domestic buildings, fortifications, settlements, urban architecture; nan",Internal (DS/OUV),,"16th century (refortification), 17th–19th centuries (domestic buildings and palaces), 12th–13th centuries (village networks), medieval times",Internal (DS/OUV),,"Hallstatt culture (Early Iron Age), Roman, Medieval Hungarian/European, Tatar, Turkish",Internal (DS/OUV),,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Leitha limestone,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,Quarried near the lake,Internal (DS/OUV),,Austria / Hungary (Local region near Fertö/Neusiedlersee),Internal (DS/OUV),,Local,Internal (DS/OUV),,"Local settlements, Sopron, and Vienna",Internal (DS/OUV),,"Building stone for settlements, palaces, domestic buildings, fortifications, and walls",Internal (DS/OUV),,,,,Traditional building / vernacular construction,Internal (DS/OUV),,,,,,,,Erection and adaptation of domestic buildings; protection of historic areas,Internal (DS/OUV),,,,,,,,Tier 9: Unflagged,
782,La Lonja de la Seda de Valencia,Spain,Yes,Freestone,Other / Generic,,"In addition to being a very representative example of medieval places of commerce, the building incorporates elements of the new architectonic language that developed in Europe at the end of the 15

th

century incorporating the most daring progress in the field of construction techniques (admirable twisted columns and vaults of remarkable complexity, all in freestone of the highest quality).",Flamboyant Gothic / Late Gothic; nan,Internal (DS/OUV),,1482–1533 (Built from 1483; 15th and 16th centuries),Internal (DS/OUV),,Iberian Peninsula / Valencia City,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,Alcublas marble,Internal (DS/OUV),,,,,,,,,,,Different colours (in floor paving),Internal (DS/OUV),,,,,,,,Alcublas,Internal (DS/OUV),,Spain,Internal (DS/OUV),,Local / Regional,Internal (DS/OUV),,,,,"Twisted columns, helical pillars, cross vaults, walls, tower, all in freestone",Internal (DS/OUV),,"Paved floor (Alcublas marble), grotesque gargoyles, carved decoration, richly decorated sills and lintels, portrait medallions",Internal (DS/OUV),,Freestone ashlar / helical masonry,Internal (DS/OUV),,,,,,,,Stucco decoration added in 1832; repair of roofs in 1891–1920; raising of the tower with crenelations reproducing original style; recent meticulous restoration,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
782,La Lonja de la Seda de Valencia,Spain,Yes,Marble,Marble,,The floor is paved with Alcublas marble of different colours.,Flamboyant Gothic / Late Gothic; nan,Internal (DS/OUV),,1482–1533 (Built from 1483; 15th and 16th centuries),Internal (DS/OUV),,Iberian Peninsula / Valencia City,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,Alcublas marble,Internal (DS/OUV),,,,,,,,,,,Different colours (in floor paving),Internal (DS/OUV),,,,,,,,Alcublas,Internal (DS/OUV),,Spain,Internal (DS/OUV),,Local / Regional,Internal (DS/OUV),,,,,"Twisted columns, helical pillars, cross vaults, walls, tower, all in freestone",Internal (DS/OUV),,"Paved floor (Alcublas marble), grotesque gargoyles, carved decoration, richly decorated sills and lintels, portrait medallions",Internal (DS/OUV),,Freestone ashlar / helical masonry,Internal (DS/OUV),,,,,,,,Stucco decoration added in 1832; repair of roofs in 1891–1920; raising of the tower with crenelations reproducing original style; recent meticulous restoration,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
787,The <I>Trulli</I> of Alberobello,Italy,Yes,Limestone,Limestone,"The Trulli of Alberobello

The trulli , limestone dwellings found in the southern region of Puglia, are remarkable examples of drywall (mortarless) construction, a prehistoric building technique still in use in this region. || The trulli are made of roughly worked limestone boulders collected from neighbouring fields. || Characteristically, they feature pyramidal, domed or conical roofs built up of corbelled limestone slabs.","Brief synthesis

The

trulli

, typical limestone dwellings of Alberobello in the southern Italian region of Puglia, are remarkable examples of corbelled dry-stone construction, a prehistoric building technique still in use in this region. || These structures, dating from as early as the mid-14th century, characteristically feature pyramidal, domed, or conical roofs built up of corbelled limestone slabs. || Trulli

were constructed from roughly worked limestone excavated on-site in the process of creating sub-floor cisterns and from boulders collected from nearby fields and rock outcrops. || The whitewashed walls of the

trulli

are built directly onto limestone bedrock and constructed using a dry-stone wall technique (that is, without use of mortar or cement). || The roofs are also double-skinned, comprising a domed inner skin of wedge-shaped stone (used in building an arch or vault) capped by a closing stone; and a watertight outer cone built up of corbelled limestone slabs, known as

chianche

or

chiancarelle

. || The limestone from which the

trulli

are constructed, and the lime whitewash used to paint the walls, reflect the local geology and landscape setting.",Traditional vernacular dry-stone dwellings/huts (trulli) with corbelled conical roofs; historic urban landscape; nan,Internal (DS/OUV),,"Prehistoric building technique; existing structures date as early as mid-14th century, expanding significantly in 1620 until the late 18th century",Internal (DS/OUV),,Mediterranean / Italian (Puglia / Itria Valley agricultural community),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Chianche or Chiancarelle (corbelled limestone slabs used for roofs),Internal (DS/OUV),,"Roughly worked limestone boulders, limestone bedrock, and corbelled limestone slabs (chianche)",Internal (DS/OUV),,,,,,,,White / Whitewashed (lime whitewash),Internal (DS/OUV),,,,,,,,Excavated on-site (sub-floor cisterns) and collected from neighbouring fields and nearby rock outcrops,Internal (DS/OUV),,Italy,Internal (DS/OUV),,Local,Internal (DS/OUV),,On-site to immediate neighbouring fields / local region,Internal (DS/OUV),,Dry-stone double-skinned walls built directly onto limestone bedrock with a rubble core; corbelled conical double-skinned roofs (chianche slabs),Internal (DS/OUV),,Decorative pinnacles terminating the conical roofs; mythological/religious symbols drawn in white ash,Internal (DS/OUV),,Dry-wall / dry-stone construction (mortarless / without cement or mortar); corbelled stone roof construction,Internal (DS/OUV),,,,,,,,Lime whitewash (traditional material); conservative restoration regulated by local Recovery Plans and the Handbook of Trulli Restoration,,,Moderate,,,,,,Tier 9: Unflagged,
788,Early Christian Monuments of Ravenna,Italy,Yes,Istrian Stone (Pietra d'Istria),Limestone,,,Early Christian / Byzantine Monuments; nan,Internal (DS/OUV),,5th – 6th Century AD,Internal (DS/OUV),,Late Roman / Early Christian / Byzantine,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Proconnesian Marble, Greek Marbles, Porphyry",Internal (DS/OUV),,Pietra d'Istria,Internal (DS/OUV),,Microcrystalline Limestone (Istrian Stone); Crystalline Marble; Igneous Porphyry,Internal (DS/OUV),,Cretaceous (for Istrian Limestone),,,,,,"White/Pale Grey (Istrian Stone), Polychrome (Marble), Deep Red/Purple (Porphyry)",Internal (DS/OUV),,"Fine-grained / Compact (Istrian Stone), Crystalline (Marble)",Internal (DS/OUV),,Calcite (Limestone / Marble),Internal (DS/OUV),,Istria Quarries (Coastal Istrian Peninsula),Internal (DS/OUV),,Croatia / Slovenia (Historic Istrian Region),Internal (DS/OUV),,Imported,Internal (DS/OUV),,~400 km (maritime across/around the Adriatic Sea),Internal (DS/OUV),,"Heavy ashlar wall masonry (opus quadratum), load-bearing piers, monolithic cupola roof dome (Mausoleum of Theodoric)",Internal (DS/OUV),,"Interior column capitals, wall revetments, sarcophagi / burial tub",Internal (DS/OUV),,"Opus quadratum (dressed stone blocks without mortar for the Mausoleum of Theodoric), fine brickwork for basilicas",Internal (DS/OUV),,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
