Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
795,Maritime Greenwich,United Kingdom of Great Britain and Northern Ireland,Yes,Slate,"Ensemble of Baroque, Palladian, and Classical buildings, including a Royal Palace, Naval College, Chapel, Observatory, and Royal Park.; nan",Internal (DS/OUV),,"17th and 18th centuries (e.g., St Alphege’s church rebuilt 1712–14; Royal Observatory founded 1675).",Internal (DS/OUV),,British / European (Royal Kingdom of Great Britain).,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roofing material (slate roofs on town terraces).,Internal (DS/OUV),,Stucco finishes (stuccoed terraces).,Internal (DS/OUV),,Stuccoed masonry and slated roofing.,Internal (DS/OUV),,,,,,,,"Ongoing detailed landscape maintenance, urban pattern restoration, and coordinated building conservation plans.",,,Good,,,,,,Tier 9: Unflagged,
803,Las Médulas,Spain,Yes,Conglomerate (Auriferous conglomerate),"Indigenous, Vernacular, Monument; nan",Internal (DS/OUV),,1st century AD to early 3rd century AD (Roman Imperial period),Internal (DS/OUV),,Roman Imperial,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Auriferous / Friable conglomerate,Internal (DS/OUV),,,,,Sterile strata / Auriferous conglomerate layers,Internal (DS/OUV),,,,,Friable,Internal (DS/OUV),,Gold (auriferous deposits),Internal (DS/OUV),,In-situ mining site (Las Médulas main pit / La Frisga pit),Internal (DS/OUV),,Spain,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Foundation, Hydraulic canals / gravity canals, dams, galleries, conduits",Internal (DS/OUV),,,,,"Cut/carved gravity canals, hydraulic mining (ruina montium)",Internal (DS/OUV),,,,,,,,Short sections of water channels cleared; site conserved organically as a natural/historic monument,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
810,Historic City of Trogir,Croatia,Yes,Limestone,"Hellenistic orthogonal plan, Romanesque churches, Gothic and Renaissance buildings/palaces, Baroque, Byzantine, Venetian fortifications, Fortress (Camerlengo), Cathedral, Basilica, Town Hall; nan",Internal (DS/OUV),,"Hellenistic period (3rd century BC), Medieval period, 13th to 16th century (Cathedral built ~1200–late 16th century), 14th–15th century (Town Hall), Venetian period",Internal (DS/OUV),,"Greek colonists, Roman, Byzantine, Hungarian, Venetian",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone,Internal (DS/OUV),,,,,,,,,,,Mellowed with a golden patina,Internal (DS/OUV),,,,,,,,,,,Croatia,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Walls, residential blocks, fortifications, cathedral, basilica, bell tower, foundations, town hall, palaces",Internal (DS/OUV),,"Sculpture, portals (south portal, main west portal by Master Radovan)",Internal (DS/OUV),,"Megalithic wall, Vaulting (main nave)",Internal (DS/OUV),,"Sea level rise, climate change, past heavy vehicle traffic, patina accumulation",Internal (DS/OUV),,Authentic materials (where replacement is necessary),Internal (DS/OUV),,Rejection of abrasive stone cleaning in favor of maintaining patina; authentic materials and traditional techniques employed,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
822,Historic Centre (Old Town) of Tallinn,Estonia,Yes,Limestone (explicitly mentioned forming the high hill of Toompea),"Medieval northern European trading city, public and burgher buildings, churches, fortifications, domestic merchant architecture; nan",Internal (DS/OUV),,13th to 16th centuries (with 17th–20th century additions),Internal (DS/OUV),,"Teutonic Order, Hanseatic League",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Upper town constructed on local limestone hill),Internal (DS/OUV),,,,,"Castle, Cathedral, Town Wall, Fortifications, Urban Foundation",,,,,,,,,Fire and war ravages (historical structural risks),Internal (DS/OUV),,,,,"Historical residential refurbishment, maintenance of wooden quarters",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,Yes,"Sandstone, Limestone","Layout, disposition of small towns, terraces, compact settlements, medieval castles, religious buildings, fortified centre, drystone walls, tiny stone huts, Doria Castle; nan",Internal (DS/OUV),,"12th century (terraces), Later Middle Ages (main 5 villages), Roman period (Portovenere archaeological remains)",Internal (DS/OUV),,"Roman, Medieval / Traditional Ligurian Community",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Pebbles,Internal (DS/OUV),,,,,"Sandstone rough blocks, pebbles",Internal (DS/OUV),,,,,,,,,,,Rough (rough blocks),Internal (DS/OUV),,,,,,,,,,,"Local (pebbles removed from the ground, settlements erected directly on the rock)",Internal (DS/OUV),,,,,"Drystone terraced walls, house construction, roofing, tiny stone huts, castle, fortified walls",Internal (DS/OUV),,,,,Carefully constructed drystone walls of rough blocks bonded with pebbles removed from the ground; traditional craftsmanship,Internal (DS/OUV),,Abandoned terraces vulnerable to landslides; damage suffered from floods and natural disasters,Internal (DS/OUV),,,,,"Urgent reconstruction of drystone walls; recovery/reclamation of terraced landscape; systematic restoration campaigns for protected monuments (churches of St Peter, St Venerius, Doria Castle)",Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,Tier 9: Unflagged,
827,"Cathedral, Torre Civica and Piazza Grande, Modena",Italy,Yes,Ancient Roman stones ,"Cathedral, Bell Tower (""Ghirlandina""), Civic Square; nan",Internal (DS/OUV),,1099 – 1319 AD,Internal (DS/OUV),,1099 – 1319 AD,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reused ancient Roman architectural remains (Mutina ruins),Internal (DS/OUV),,Italy,Internal (DS/OUV),,Local reuse (spolia from ancient Roman sites in Modena),Internal (DS/OUV),,,,,,,,"Relief sculptures (Wiligelmo), exterior wall reliefs, internal capitals, metopes",Internal (DS/OUV),,Ashlar stone cladding over brick/masonry core; Roman stone reuse,Internal (DS/OUV),,"Stone deterioration, environmental pollution, micro-cracks from seismic shaking",Internal (DS/OUV),,Replacement of eight original metopes with copies (originals moved to museum),Internal (DS/OUV),,"Post-WWII conservative restoration, 1950s crypt restoration, 1970s–1980s stone deterioration repairs, post-1996 and 2012 seismic interventions",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,UNESCO Dossier & ICOMOS Document Links,,,Tier 9: Unflagged,
829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,Yes,"Volcanic Ash, Lapilli","Residential, Commercial, and Public Urban Architecture (Atrium Houses, Suburban Villas, Forum, Baths, Theatres, Amphitheatre, Palaestra, Thermopolia/Shops); nan",Internal (DS/OUV),,Early Roman Empire / 3rd century BC to 1st century AD (79 AD Eruption),Internal (DS/OUV),,Ancient Roman Civilization,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,Volcanic Ash Deposit and Pyroclastic Lapilli,Internal (DS/OUV),,,,,,,,,,,Pyroclastic / Fragmental,Internal (DS/OUV),,,,,,,,,,,Local (Volcanic eruptive deposits originating from Mount Vesuvius),Internal (DS/OUV),,,,,"Enclosure and load-bearing walls, colonnades, paving, and urban infrastructure",Internal (DS/OUV),,"Wall paintings, frescos, illusionistic architectural motifs, and mosaic floors",Internal (DS/OUV),,,,,"Active environmental decay, collapse risks from water/exposure, and historical thermal carbonization during the eruption",Internal (DS/OUV),,,,,"Modern consolidation, progressive introduction of enduring techniques/materials, 1950s open-air museum restoration (Amedeo Maiuri), and structural stabilization under the ""Grande Progetto Pompei"" (2012)",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
836,Archaeological Site of Volubilis,Morocco,Yes,Marble,"Fortified municipium, urban hypodamian system, terraced plan; nan",Internal (DS/OUV),,3rd century B.C. to Islamic period (10 centuries of occupation); Rampart built in 168–169 AD,Internal (DS/OUV),,"Libyco-Berber, Mauritanian, Roman, Christian, Arab-Islamic (Idrisid)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramparts, buildings, triumphal arch, tombs",Internal (DS/OUV),,"Statuary (marble and bronze), mosaics, capitals",Internal (DS/OUV),,,,,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Long-term conservation and restoration programmes under Ministry of Culture Action Plan,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
840,Viñales Valley,Cuba,Yes,Limestone,"Colonial architecture, Vernacular architecture; nan",Internal (DS/OUV),,Colonised at the beginning of the 19th century,Internal (DS/OUV),,"Multi-ethnic / Multi-cultural society (Synthesis of indigenous peoples, Spanish conquerors, and African slaves)",Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Karst / Limestone mogotes,Internal (DS/OUV),,,,,Sierra de los Organos,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local and natural materials,Internal (DS/OUV),,,,,"Homes, family farms, tobacco drying barns / sheds, single-storey wooden houses",Internal (DS/OUV),,,,,Vernacular / Wood construction,Internal (DS/OUV),,Karst weathering / Hurricanes / Natural disasters,Internal (DS/OUV),,,,,,,,Good,,,,,,Tier 9: Unflagged,
848,Choirokoitia,Cyprus,Yes,"Flint; Mudbrick and Stone (general stone walling, rammed earthen floors)",Circular houses / Aceramic Neolithic proto-urban settlement; nan,Internal (DS/OUV),,7th to 4th millennium B.C. (Aceramic Neolithic),Internal (DS/OUV),,Aceramic Neolithic of Cyprus (Near East origins),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,Flint (used for tools),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Maroni River valley vicinity mentioned for setting),Internal (DS/OUV),,,,,"Circular houses, protective/defence enclosures, and perimeter walls",Internal (DS/OUV),,Anthropomorphic figurines in stone,Internal (DS/OUV),,Circular dry-stone and mudbrick walling with rammed earthen floors,Internal (DS/OUV),,,,,,,,Consolidation of construction materials; temporary shelters erected for protection; off-site reconstruction of 5 houses and a defence wall section.,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
857,"La Grand-Place, Brussels",Belgium,Yes,"Euville Stone, Calcareous Sandstone, Sandstone","Eclectic blending of Gothic, Renaissance, and Baroque styles; nan",Internal (DS/OUV),,Earliest reference 12th century; major rebuilding late 17th century (post-1695 bombardment); restorations in 19th century,Internal (DS/OUV),,Western European / Brabant (Mercantile Northern Europe),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Gobertange calcareous sandstone (Bruxellian),Internal (DS/OUV),,Gobertange stone / Bruxellian,Internal (DS/OUV),,"Calcareous sandstone, limestone",Internal (DS/OUV),,,,,,,,,,,,,,,,,Gobertange / Euville,Internal (DS/OUV),,Belgium (Gobertange) / France (Euville),Internal (DS/OUV),,Both (Local Gobertange sandstone & imported/regional Euville stone),Internal (DS/OUV),,,,,"Stone façades, foundations, paved square",Internal (DS/OUV),,"Sculpted ornaments, gables, pinnacles, statues",Internal (DS/OUV),,"Ashlar stone masonry, historicist restoration / reproduction",Internal (DS/OUV),,Erosion and atmospheric pollution,Internal (DS/OUV),,Gobertange calcareous sandstone and Euville stone used during 19th-century restorations,Internal (DS/OUV),,Major historicist restoration campaigns in late 19th century and ongoing regional heritage interventions,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
866,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,"Portugal,Spain",Yes,"Rock (specifically described as ""rocky cliffs"" and ""rock surfaces"")",Open-air rock art ensemble,Internal (DS/OUV),,"Upper Palaeolithic to final Magdalenian/Epipalaeolithic (22,000 – 8,000 BCE)",Internal (DS/OUV),,Prehistoric / Palaeolithic,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portugal, Spain (In-situ location)",Internal (DS/OUV),,Local / In-situ,Internal (DS/OUV),,,,,Natural rock surfaces used as panels/canvas,Internal (DS/OUV),,Carved and engraved with thousands of animal figures,Internal (DS/OUV),,Rock engraving and carving,Internal (DS/OUV),,Fluvial erosion (noted as the process that originally carved the cliffs),Internal (DS/OUV),,,,,,,,Good,,,,,,,
875,Archaeological Ensemble of Tarraco,Spain,Yes,Marble,Roman / Romanesque; nan,Internal (DS/OUV),,Republican period (3rd century BCE) to Early Christian Era,Internal (DS/OUV),,Roman,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mèdol quarry,Internal (DS/OUV),,spain,Internal (DS/OUV),,Both (Local quarry mentioned alongside imported marbles/materials from Rome),Internal (DS/OUV),,,,,"Building blocks, defensive walls, terraces, foundations",Internal (DS/OUV),,"Sculptural and architectural decoration, marbles",Internal (DS/OUV),,,,,,Internal (DS/OUV),,,,,,,,Good,,,,,,Tier 9: Unflagged,
883,Fuerte de Samaipata,Bolivia (Plurinational State of),Yes,Sandstone,"Urban settlement, ceremonial centre, administrative/residential district; nan",Internal (DS/OUV),,AD 300 to 16th Century,Internal (DS/OUV),,"Mojocoyas culture, Inca, Spanish Colonial",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,red,Internal (DS/OUV),,,,,,,,,,,,,,Local (Carved directly into the rock outcrop/hill),Internal (DS/OUV),,,,,"Base, Wall, Public Buildings, Temples, Terraces, Platform, Courtyard",Internal (DS/OUV),,"Relief carvings (felines, parallel channels/zigzag ""El Dorso de la Serpiente"", geometric shapes, niches, canals)",Internal (DS/OUV),,"High-relief carving on live rock, dry stone masonry (lower walls of Casa Colonial & Inca walls)",Internal (DS/OUV),,"Environmental factors, natural degradation, weathering",Internal (DS/OUV),,,,,Systematic restoration of archaeological warehouses & rock surface treatment definition,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
885,Historic Centre of Shakhrisyabz,Uzbekistan,Yes,"Marble, White Marble",Secular / Medieval / Temurid Architectural Ensemble; nan,Internal (DS/OUV),,14th–16th Century (Apogee under Amir Temur & Temurids); Ak-Sarai Palace construction began 1380,Internal (DS/OUV),,Temurid Empire / Central Asian & Islamic,Internal (DS/OUV),,,Internal (DS/OUV),,,,Metamorphic Rock,,,,,,,,,Marble,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,"Gate foundations, Mausoleum/Tomb structures, City Walls, Cupola",Internal (DS/OUV),,"Façade facing (white marble), rich palace decoration",Internal (DS/OUV),,Traditional materials and techniques,Internal (DS/OUV),,Inroads of time; rising ground water level affecting physical integrity,,,,,,Care taken to ensure use of traditional materials and techniques,,,Good,,,,,,Tier 9: Unflagged,
890,Historic Centre of the Town of Diamantina,Brazil,Yes,Flagstone,"Baroque architecture, Portuguese-inspired architectural patterns, wood architecture, semi-detached houses (1 or 2 floors), churches with single towers; nan",Internal (DS/OUV),,18th and 19th century,Internal (DS/OUV),,Portuguese explorers / colonial prospectors & Portuguese Crown in an American context,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,,,,Diamond,,,,,,,,,,,,Cristais Mountains,Internal (DS/OUV),,"Grey (flagstone paving), white ground with bright colours (semi-detached houses)",Internal (DS/OUV),,,,,,,,,,,,,,Local (rocky mountains/hillsides surrounding the city),Internal (DS/OUV),,,,,"Wood (Baroque architecture, semi-detached houses), Church foundations and towers",Internal (DS/OUV),,"Geometric facades, detailed wood architecture",Internal (DS/OUV),,"Flagstone paving (streets), continuous scaled structures on uneven terrain",Internal (DS/OUV),,,,,,,,Recovery of essential public and private historical landmark spaces and buildings via the Monumenta Program,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
907,Villa Adriana (Tivoli),Italy,Yes,"Cipollino Marble (Marmor Carystium), Granite, Marble, Travertine (Lapis Tiburtinus), Tufa",Imperial Roman Classical Architecture; nan,Internal (DS/OUV),,"2nd century A.D. (117 – 138 A.D., reign of Emperor Hadrian)",Internal (DS/OUV),,Ancient Roman / Early Roman Empire,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,"Pavonazzetto, Porfido Rosso (Red Porphyry), Proconnesian Marble",,,,,,,,,,,,,,,Greenish-white with dark green bands (Cipollino); Grey/Pink/Red (Granite); Light beige to cream (Travertine),Internal (DS/OUV),,,,,,,,Euboea/Carystos quarries (Cipollino); Aswan quarries (Egyptian Granite); Tivoli / Barco quarries (Travertine & Tufa),Internal (DS/OUV),,"Italy (Local Travertine/Tufa), Greece (Cipollino Marble), Egypt (Granite)",Internal (DS/OUV),,Both: Travertine and Tufa are Local; Cipollino Marble and Egyptian Granite are Imported,Internal (DS/OUV),,,,,"Structural piers, load-bearing walls, foundations, and vaults (Tufa and Travertine); load-bearing columns (Travertine & Granite)",Internal (DS/OUV),,"Peristyle column shafts (Cipollino marble and Egyptian granite), floor pavements (opus sectile), wall revetments, porticos, and decorative statues",Internal (DS/OUV),,"Opus reticulatum, opus mixtum, opus testaceum (brick-faced concrete core), and opus quadratum (travertine ashlar block masonry)",Internal (DS/OUV),,"Atmospheric weathering, carbonate dissolution, biological growth, and material degradation from past exposure/neglect",Internal (DS/OUV),,,,,"Partial anastylosis, continuous consolidation, and structural preservation carried out under the Restoration Charter and the Italian Codice dei beni culturali e del Paesaggio",Internal (DS/OUV),,Good,Internal (DS/OUV),,"• ICOMOS Advisory Body Evaluation - Villa Adriana (Tivoli)


• Scientific studies on Roman building stone provenance published via the Italian Journal of Geosciences.",,,Tier 9: Unflagged,
910,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Yes,"Basalt, Limestone",Military architecture / Fortress / Citadel (Polygonal System); nan,Internal (DS/OUV),,"17th and 18th centuries (Evolved starting in 1690, Citadel completed end of 1700s, served until 1853)",Internal (DS/OUV),,British (built by African slave labour) / European colonial,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,"Basalt, Limestone",,,,,,,,,,,,,,,,,,Quarries on the middle and lower slopes of the hill,Internal (DS/OUV),,Saint Kitts and Nevis (Island of St. Christopher / St. Kitts),Internal (DS/OUV),,Local,,,,,,"Dressed stone (basalt) blocks with a rubble core used for principal structures (bastions, barracks, retaining walls, Citadel)",Internal (DS/OUV),,Local limestone used as a decorative element for quoins and for facing round doorways and embrasures,Internal (DS/OUV),,Dressed stone blocks with a rubble core; traditional working techniques; mortars prepared with Portland cement mixed with lime,Internal (DS/OUV),,"Rock falls, land slippage, and heavy rainfall impact",Internal (DS/OUV),,New stone worked according to traditional techniques,Internal (DS/OUV),,"Stabilization, restoration, and reconstruction projects (e.g., discrete use of modern materials like Portland cement mixed with lime in recommended proportions, timber reconstructions)",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
915,Fossil Hominid Sites of South Africa,South Africa,Yes,"Breccia, Dolomitic Limestone, Limestone","Paleontological site; Plan, Structure, Pinnacle, Caves, Rocky Outcrops; nan",Internal (DS/OUV),,4.5 million to 1 million years ago (Hominid occupation era),Internal (DS/OUV),,"Early hominids (Australopithecus africanus, Paranthropus)",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,Pliocene (Faunal evolution predating hominid occupation),Internal (DS/OUV),,,,,,,,,,,,,,Limestone quarry at Dart Pinnacle,Internal (DS/OUV),,South Africa,Internal (DS/OUV),,Local (natural settings and caves),Internal (DS/OUV),,,,,Natural caves and cave fillings preserving fossils,Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
933,The Loire Valley between Sully-sur-Loire and Chalonnes,France,Yes,Tufa and Slate,"Châteaux, Benedictine abbeys, medieval fortresses, country houses, troglodyte dwellings, bridges, dyke systems, ogival and Romanesque churches; nan",Internal (DS/OUV),,"Gallo-Roman times to 19th century (specifically Middle Ages, Renaissance, 15th–16th centuries)",Internal (DS/OUV),,"Gallo-Roman, Medieval French, Renaissance Western European",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Tufa (Tuffeau),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Troglodyte sites (extracted local troglodyte cavities/quarries),Internal (DS/OUV),,France,Internal (DS/OUV),,Local,,,,,,"Building walls of châteaux, fortresses, abbeys, urban dwellings, ports, dyke systems",Internal (DS/OUV),,Architectural embellishments and Renaissance country house features,Internal (DS/OUV),,"Stonework (dykes/ports), troglodyte excavation, dressed stone masonry",Internal (DS/OUV),,,,,,,,"Regular maintenance, ongoing conservation works under Heritage Code",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
936,"Cueva de las Manos, Río Pinturas",Argentina,Yes,"Rock (Specifically mentioned as cave walls, rock shelters, and stable rock strata)","Cave, Rock shelter; nan",Internal (DS/OUV),,"13,000–9,500 years ago; Artistic sequence from 10th millennium BP to AD 700.",Internal (DS/OUV),,Earliest South American hunter-gatherer groups / Ancestors of Tehuelche people,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,Mineral Pigments,Internal (DS/OUV),,,,,,,,,,,,,,"Red, purple, white, yellow, black (Referencing the pigments)",Internal (DS/OUV),,,,,"Iron oxides, kaolin, natrojarosite, manganese oxide",Internal (DS/OUV),,,,,,,,,,,,,,Rock shelter screening / Cave structure,Internal (DS/OUV),,Natural canvas for rock art and stencilled outlines,Internal (DS/OUV),,,,,"Protected by very low humidity, no water infiltration, and stable rock strata.",Internal (DS/OUV),,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
