unesco_id,site_name,category,brief_description,ouv_statement,criteria,country,region,year_inscribed,latitude,longitude,is_endangered,is_transnational,iso_code,unesco_url
709,Upper Svaneti,Cultural,"<p>Preserved by its long isolation, the Upper Svaneti region of the Caucasus is an exceptional example of mountain scenery with medieval-type villages and tower-houses. The village of Chazhashi still has more than 200 of these very unusual houses, which were used both as dwellings and as defence posts against the invaders who plagued the region.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (iv) and (v), considering that the region of Upper Svaneti is of outstanding universal value being an exceptional landscape that has preserved to a remarkable degree its original medieval appearance, notable for the distribution, form, and architecture of its human settlements.</p>",(iv)(v),Georgia,Europe and North America,1996,42.914,43.009,0,0,ge,https://whc.unesco.org/en/list/709
710,Gelati Monastery,Cultural,"<p>Founded in 1106 in the west of Georgia, the Monastery of Gelati is a masterpiece of the Golden Age of medieval Georgia, a period of political strength and economic growth between the 11th and 13th centuries. It is characterized by the facades of smoothly hewn large blocks, balanced proportions and blind arches for exterior decoration. The Gelati monastery, one of the largest medieval Orthodox monasteries, was also a centre of science and education and the Academy it housed was one of the most important centres of culture in ancient Georgia.</p>",,(iv),Georgia,Europe and North America,1994,42.2947222222,42.7683333333,0,0,ge,https://whc.unesco.org/en/list/710
1616,Colchic Rainforests and Wetlands,Natural,"<p>The property comprises seven component parts, within an 80km long corridor along the warm-temperate and extremely humid eastern coast of the Black Sea. They provide a series of the most typical Colchic ecosystems at altitudes ranging from sea level to more than 2,500 metres above it. The main ecosystems are ancient deciduous Colchic rainforests and wetlands, percolation bogs and other mire types of the distinct Colchic mire region. The extremely humid broad-leaved rainforests comprise a highly diverse flora and fauna, with very high densities of endemic and relict species, with significant numbers of globally threatened species and relict species, which survived the glacial cycles of the Tertiary. The site is home to approximately 1,100 species of vascular and non-vascular plants, including 44 threatened vascular plan species, and almost 500 species of vertebrates, and a high number of invertebrate species. The site also harbours 19 threatened animal species including sturgeon, notably the critically endangered Colchic Sturgeon. It is a key stopover for many globally threatened birds that migrate through the Batumi bottleneck.</p>",,(ix)(x),Georgia,Europe and North America,2021,41.7022777778,41.9512,0,0,ge,https://whc.unesco.org/en/list/1616
3,Aachen Cathedral,Cultural,"<p>Construction of this palatine chapel, with its octagonal basilica and cupola, began c. 790–800 under the Emperor Charlemagne. Originally inspired by the churches of the Eastern part of the Holy Roman Empire, it was splendidly enlarged in the Middle Ages.</p>",,(i)(ii)(iv)(vi),Germany,Europe and North America,1978,50.7747468537,6.083919968,0,0,de,https://whc.unesco.org/en/list/3
168,Speyer Cathedral,Cultural,"<p>Speyer Cathedral, a basilica with four towers and two domes, was founded by Conrad II in 1030 and remodelled at the end of the 11th century. It is one of the most important Romanesque monuments from the time of the Holy Roman Empire. The cathedral was the burial place of the German emperors for almost 300 years.</p>",,(ii),Germany,Europe and North America,1981,49.3172222222,8.4423888889,0,0,de,https://whc.unesco.org/en/list/168
169,Würzburg Residence with the Court Gardens and Residence Square,Cultural,"<p>This magnificent Baroque palace – one of the largest and most beautiful in Germany and surrounded by wonderful gardens – was created under the patronage of the prince-bishops Lothar Franz and Friedrich Carl von Schönborn. It was built and decorated in the 18th century by an international team of architects, painters (including Tiepolo), sculptors and stucco-workers, led by Balthasar Neumann.</p>",,(i)(iv),Germany,Europe and North America,1981,49.79278,9.93889,0,0,de,https://whc.unesco.org/en/list/169
187,St Mary's Cathedral and St Michael's Church at Hildesheim,Cultural,"<p>St Michael's Church was built between 1010 and 1020 on a symmetrical plan with two apses that was characteristic of Ottonian Romanesque art in Old Saxony. Its interior, in particular the wooden ceiling and painted stucco-work, its famous bronze doors and the Bernward bronze column, are – together with the treasures of St Mary's Cathedral – of exceptional interest as examples of the Romanesque churches of the Holy Roman Empire.</p>",,(i)(ii)(iii),Germany,Europe and North America,1985,52.15278,9.94389,0,0,de,https://whc.unesco.org/en/list/187
271,Pilgrimage Church of Wies,Cultural,"<p>Miraculously preserved in the beautiful setting of an Alpine valley, the Church of Wies (1745&ndash;54), the work of architect Dominikus Zimmermann, is a masterpiece of Bavarian Rococo &ndash; exuberant, colourful and joyful.</p>",,(i)(iii),Germany,Europe and North America,1983,47.68127778,10.90013889,0,0,de,https://whc.unesco.org/en/list/271
272,Hanseatic City of Lübeck,Cultural,"<p>L&uuml;beck &ndash; the former capital and Queen City of the Hanseatic League &ndash; was founded in the 12th century and prospered until the 16th century as the major trading centre for northern Europe. It has remained a centre for maritime commerce to this day, particularly with the Nordic countries. Despite the damage it suffered during the Second World War, the basic structure of the old city, consisting mainly of 15th- and 16th-century patrician residences, public monuments (the famous Holstentor brick gate), churches and salt storehouses, remains unaltered.</p>",,(iv),Germany,Europe and North America,1987,53.86667,10.69167,0,0,de,https://whc.unesco.org/en/list/272
288,Castles of Augustusburg and Falkenlust at Brühl,Cultural,"<p>Set in an idyllic garden landscape, Augustusburg Castle (the sumptuous residence of the prince-archbishops of Cologne) and the Falkenlust hunting lodge (a small rural folly) are among the earliest examples of Rococo architecture in 18th-century Germany.</p>",,(ii)(iv),Germany,Europe and North America,1984,50.82502778,6.909777778,0,0,de,https://whc.unesco.org/en/list/288
292,Cologne Cathedral,Cultural,"<p>Begun in 1248, the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries, successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains, Cologne Cathedral testifies to the enduring strength of European Christianity.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural <em>criteria (i), (ii) and (iv)</em> considering that the monument is of outstanding universal value being an exceptional work of human creative genius, constructed over more than six centuries and a powerful testimony to the strength and persistence of Christian belief in medieval and modern Europe.</p>",(i)(ii)(iv),Germany,Europe and North America,1996,50.94111111,6.957222222,0,0,de,https://whc.unesco.org/en/list/292
367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Cultural,"<p>Trier, which stands on the Moselle River, was a Roman colony from the 1st century AD and then a great trading centre beginning in the next century. It became one of the capitals of the Tetrarchy at the end of the 3rd century, when it was known as the ‘second Rome’. The number and quality of the surviving monuments are an outstanding testimony to Roman civilization.</p>",,(i)(iii)(iv)(vi),Germany,Europe and North America,1986,49.75,6.633333333,0,0,de,https://whc.unesco.org/en/list/367
515,Abbey and Altenmünster of Lorsch,Cultural,"<p>The abbey, together with its monumental entrance, the famous 'Torhall', are rare architectural vestiges of the Carolingian era. The sculptures and paintings from this period are still in remarkably good condition.</p>",,(iii)(iv),Germany,Europe and North America,1991,49.65369,8.56858,0,0,de,https://whc.unesco.org/en/list/515
532,Palaces and Parks of Potsdam and Berlin,Cultural,"<p>With 500 ha of parks and 150 buildings constructed between 1730 and 1916, Potsdam's complex of palaces and parks forms an artistic whole, whose eclectic nature reinforces its sense of uniqueness. It extends into the district of Berlin-Zehlendorf, with the palaces and parks lining the banks of the River Havel and Lake Glienicke. Voltaire stayed at the Sans-Souci Palace, built under Frederick II between 1745 and 1747.</p>",,(i)(ii)(iv),Germany,Europe and North America,1990,52.4,13.03333333,0,0,de,https://whc.unesco.org/en/list/532
534,Garden Kingdom of Dessau-Wörlitz,Cultural,"<p>The Garden Kingdom of Dessau-Wörlitz is an exceptional example of landscape design and planning of the Age of the Enlightenment, the 18th century. Its diverse components - outstanding buildings, landscaped parks and gardens in the English style, and subtly modified expanses of agricultural land - serve aesthetic, educational, and economic purposes in an exemplary manner.</p>","<p><em>Criterion (ii):</em> The Garden Kingdom of Dessau-Wörlitz is an outstanding example of the application of the philosophical principles of the Age of the Enlightenment to the design of a landscape that integrates art, education, and economy in a harmonious whole.</p>
<p><em>Criterion (iv):</em> The 18th century was a seminal period for landscape design, of which the Garden Kingdom of Dessau-Wörlitz is an exceptional and wide-ranging illustration.</p>",(ii)(iv),Germany,Europe and North America,2000,51.8425,12.42083,0,0,de,https://whc.unesco.org/en/list/534
535,"Collegiate Church, Castle and Old Town of Quedlinburg",Cultural,"<p>Quedlinburg, in the <em>Land</em> of Sachsen-Anhalt, was a capital of the East Franconian German Empire at the time of the Saxonian-Ottonian ruling dynasty. It has been a prosperous trading town since the Middle Ages. The number and high quality of the timber-framed buildings make Quedlinburg an exceptional example of a medieval European town. The Collegiate Church of St Servatius is one of the masterpieces of Romanesque architecture.</p>",,(iv),Germany,Europe and North America,1994,51.78333,11.15,0,0,de,https://whc.unesco.org/en/list/535
546,Maulbronn Monastery Complex,Cultural,"<p>Founded in 1147, the Cistercian Maulbronn Monastery is considered the most complete and best-preserved medieval monastic complex north of the Alps. Surrounded by fortified walls, the main buildings were constructed between the 12th and 16th centuries. The monastery's church, mainly in Transitional Gothic style, had a major influence in the spread of Gothic architecture over much of northern and central Europe. The water-management system at Maulbronn, with its elaborate network of drains, irrigation canals and reservoirs, is of exceptional interest.</p>",,(ii)(iv),Germany,Europe and North America,1993,49.00083,8.81306,0,0,de,https://whc.unesco.org/en/list/546
623,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",Cultural,"<p>The Upper Harz mining water management system, which lies south of the Rammelsberg mines and the town of Goslar, has been developed over a period of some 800 years to assist in the process of extracting ore for the production of non-ferrous metals. Its construction was first undertaken in the Middle Ages by Cistercian monks, and it was then developed on a vast scale from the end of the 16th century until the 19th century. It is made up of an extremely complex but perfectly coherent system of artificial ponds, small channels, tunnels and underground drains. It enabled the development of water power for use in mining and metallurgical processes. It is a major site for mining innovation in the western world.</p>",,(i)(ii)(iii)(iv),Germany,Europe and North America,1992,51.82,10.34,0,0,de,https://whc.unesco.org/en/list/623
624,Town of Bamberg,Cultural,"<p>From the 10th century onwards, this town became an important link with the Slav peoples, especially those of Poland and Pomerania. During its period of greatest prosperity, from the 12th century onwards, the architecture of Bamberg strongly influenced northern Germany and Hungary. In the late 18th century it was the centre of the Enlightenment in southern Germany, with eminent philosophers and writers such as Hegel and Hoffmann living there.</p>",,(ii)(iv),Germany,Europe and North America,1993,49.89166667,10.88888889,0,0,de,https://whc.unesco.org/en/list/624
687,Völklingen Ironworks,Cultural,"<p>The ironworks, which cover some 6 ha, dominate the city of Völklingen. Although they have recently gone out of production, they are the only intact example, in the whole of western Europe and North America, of an integrated ironworks that was built and equipped in the 19th and 20th centuries and has remained intact.</p>",,(ii)(iv),Germany,Europe and North America,1994,49.2487222222,6.8442222222,0,0,de,https://whc.unesco.org/en/list/687
720,Messel Pit Fossil Site,Natural,"<p>Messel Pit is the richest site in the world for understanding the living environment of the Eocene, between 57 million and 36 million years ago. In particular, it provides unique information about the early stages of the evolution of mammals and includes exceptionally well-preserved mammal fossils, ranging from fully articulated skeletons to the contents of stomachs of animals of this period.</p>",,(viii),Germany,Europe and North America,1995,49.918,8.757,0,0,de,https://whc.unesco.org/en/list/720
729,"Bauhaus and its Sites in Weimar, Dessau and Bernau",Cultural,"<p>Between 1919 and 1933 the Bauhaus movement revolutionized architectural and aesthetic thinking and practice in the 20th century. The Bauhaus buildings in Weimar, Dessau and Bernau are fundamental representatives of Classical Modernism, directed towards a radical renewal of architecture and design. This property, which was inscribed on the World Heritage List in 1996, originally comprised buildings located in Weimar (Former Art School, the Applied Art School and the Haus Am Horn) and Dessau (Bauhaus Building, the group of seven Masters' Houses). The 2017 extension includes the Houses with Balcony Access in Dessau and the ADGB Trade Union School in Bernau as important contributions to the Bauhaus ideas of austere design, functionalism and social reform.</p>",,(ii)(iv)(vi),Germany,Europe and North America,1996,50.9747777778,11.3295,0,0,de,https://whc.unesco.org/en/list/729
783,Luther Memorials in Eisleben and Wittenberg,Cultural,"<p>These places in Saxony-Anhalt are all associated with the lives of Martin Luther and his fellow-reformer Melanchthon. They include Melanchthon's house in Wittenberg, the houses in Eisleben where Luther was born in 1483 and died in 1546, his room in Wittenberg, the local church and the castle church where, on 31 October 1517, Luther posted his famous '95 Theses', which launched the Reformation and a new era in the religious and political history of the Western world.</p>","<p>The Committee decided to inscribe the nominated property on the basis of <em>criteria (iv) and (vi)</em>, considering that it is of outstanding universal value bearing unique testimony to the Protestant Reformation, which was one of the most significant events in the religious and political history of the world and constitutes outstanding examples of 19th century historicism. The Committee congratulated the German authorities on this nomination and considered that its symbolic value clearly justifies inscription under cultural criterion (vi).</p>",(iv)(vi),Germany,Europe and North America,1996,51.86472,12.65278,0,0,de,https://whc.unesco.org/en/list/783
846,Classical Weimar,Cultural,"<p>In the late 18th and early 19th centuries the small Thuringian town of Weimar witnessed a remarkable cultural flowering, attracting many writers and scholars, notably Goethe and Schiller. This development is reflected in the high quality of many of the buildings and of the parks in the surrounding area.</p>","<p><em>Criterion (iii):</em> The high artistic quality of the public and private buildings and parks in and around the town testify to the remarkable cultural flowering of the Weimar Classical Period.</p>
<p><em>Criterion (vi):</em> Enlightened ducal patronage attracted many of the leading writers and thinkers in Germany, such as Goethe, Schiller, and Herder to Weimar in the late 18th and early 19th centuries, making it the cultural centre of the Europe of the day.</p>",(iii)(vi),Germany,Europe and North America,1998,50.9775,11.32861,0,0,de,https://whc.unesco.org/en/list/846
896,"Museumsinsel (Museum Island), Berlin",Cultural,"<p>The museum as a social phenomenon owes its origins to the Age of Enlightenment in the 18th century. The five museums on the Museumsinsel in Berlin, built between 1824 and 1930, are the realization of a visionary project and show the evolution of approaches to museum design over the course of the 20th century. Each museum was designed so as to establish an organic connection with the art it houses. The importance of the museum's collections &ndash; which trace the development of civilizations throughout the ages &ndash; is enhanced by the urban and architectural quality of the buildings.</p>","<p><em>Criterion (ii):</em> The Berlin Museumsinsel is a unique ensemble of museum buildings which illustrates the evolution of modern museum design over more than a century.</p>
<p><em>Criterion (iv):</em> The art museum is a social phenomenon that owes its origins to the Age of Enlightenment and its extension to all people to the French Revolution. The Museumsinsel is the most outstanding example of this concept given material form and a symbolic central urban setting.</p>",(ii)(iv),Germany,Europe and North America,1999,52.51972222,13.39861111,0,0,de,https://whc.unesco.org/en/list/896
897,Wartburg Castle,Cultural,"<p>Wartburg Castle blends superbly into its forest surroundings and is in many ways 'the ideal castle'. Although it has retained some original sections from the feudal period, the form it acquired during the 19th-century reconstitution gives a good idea of what this fortress might have been at the height of its military and seigneurial power. It was during his exile at Wartburg Castle that Martin Luther translated the New Testament into German.</p>","<p><em>Criterion (iii):</em> The Castle of Wartburg is an outstanding monument of the feudal period in central Europe.</p>
<p><em>Criterion (vi):</em> The Castle of Wartburg is rich in cultural associations, most notably its role as the place of exile of Martin Luther, who composed his German translation of the New Testament there. It is also a powerful symbol of German integration and unity.</p>",(iii)(vi),Germany,Europe and North America,1999,50.96677778,10.307,0,0,de,https://whc.unesco.org/en/list/897
974,Monastic Island of Reichenau,Cultural,"<p>The island of Reichenau on Lake Constance preserves the traces of the Benedictine monastery, founded in 724, which exercised remarkable spiritual, intellectual and artistic influence. The churches of St Mary and Marcus, St Peter and St Paul, and St George, mainly built between the 9th and 11th centuries, provide a panorama of early medieval monastic architecture in central Europe. Their wall paintings bear witness to impressive artistic activity.</p>","<p><em>Criterion (iii):</em> The remains of the Reichenau foundation bear outstanding witness to the religious and cultural role of a great Benedictine monastery in the early Middle Ages.</p>
<p><em>Criterion (iv):</em> The churches on the island of Reichenau retain remarkable elements of several stages of construction and thus offer outstanding examples of monastic architecture in Central Europe from the 9th to the 11th century.</p>
<p><em>Criterion (vi):</em> The monastery of Reichenau was a highly significant artistic centre of great significance to the history of art in Europe in the 10th and 11th centuries, as is superbly illustrated by its monumental wall paintings and its illuminations.</p>",(iii)(iv)(vi),Germany,Europe and North America,2000,47.69872222,9.061305556,0,0,de,https://whc.unesco.org/en/list/974
975,Zollverein Coal Mine Industrial Complex in Essen,Cultural,"<p>The Zollverein industrial complex in Land Nordrhein-Westfalen consists of the complete infrastructure of a historical coal-mining site, with some 20th-century buildings of outstanding architectural merit. It constitutes remarkable material evidence of the evolution and decline of an essential industry over the past 150 years.</p>","<p><em>Criterion (ii):</em> The Zollverein XII Coal Mine Industrial Complex is an exceptional industrial monument by virtue of the fact that its buildings are outstanding examples of the application of the design concepts of the Modern Movement in architecture in a wholly industrial context.</p>
<p><em>Criterion (iii):</em> The technological and other structures of Zollverein XII is representative of a crucial period in the development of traditional heavy industries in Europe, when sympathetic and positive use was made of architectural designs of outstanding quality.</p>",(ii)(iii),Germany,Europe and North America,2001,51.49138889,7.046111111,0,0,de,https://whc.unesco.org/en/list/975
1066,Upper Middle Rhine Valley,Cultural,"<p>The 65km-stretch of the Middle Rhine Valley, with its castles, historic towns and vineyards, graphically illustrates the long history of human involvement with a dramatic and varied natural landscape. It is intimately associated with history and legend and for centuries has exercised a powerful influence on writers, artists and composers.</p>","<p><em>Criterion (ii):</em> As one of the most important transport routes in Europe, the Middle Rhine Valley has for two millennia facilitated the exchange of culture between the Mediterranean region and the north.</p>
<p><em>Criterion (iv):</em> The Middle Rhine Valley is an outstanding organic cultural landscape, the present-day character of which is determined both by its geomorphological and geological setting and by the human interventions, such as settlements, transport infrastructure, and land-use, that it has undergone over two thousand years.</p>
<p><em>Criterion (v):</em> The Middle Rhine Valley is an outstanding example of an evolving traditional way of life and means of communication in a narrow river valley. The terracing of its steep slopes in particular has shaped the landscape in many ways for more than two millennia. However, this form of land-use is under threat from the socio-economic pressures of the present day.</p>",(ii)(iv)(v),Germany,Europe and North America,2002,50.17361111,7.694166667,0,0,de,https://whc.unesco.org/en/list/1066
1067,Historic Centres of Stralsund and Wismar,Cultural,"<p>The medieval towns of Wismar and Stralsund, on the Baltic coast of northern Germany, were major trading centres of the Hanseatic League in the 14th and 15th centuries. In the 17th and 18th centuries they became Swedish administrative and defensive centres for the German territories. They contributed to the development of the characteristic building types and techniques of Brick Gothic in the Baltic region, as exemplified in several important brick cathedrals, the Town Hall of Stralsund, and the series of houses for residential, commercial and crafts use, representing its evolution over several centuries.</p>","<p><em>Criterion (ii):</em> Wismar and Stralsund, leading centres of the Wendish section of the Hanseatic League from the 13th to 15th centuries and major administrative and defence centres in the Swedish kingdom in the 17th and 18th centuries, contributed to the development and diffusion of brick construction techniques and building types, characteristic features of Hanseatic towns in the Baltic region, as well as the development of defence systems in the Swedish period.</p>
<p><em>Criterion (iv):</em> Stralsund and Wismar have crucial importance in the development of the building techniques and urban form that became typical of the Hanseatic trading towns, well documented in the major parish churches, the town hall of Stralsund, and the commercial building types, such as the Dielenhaus.</p>",(ii)(iv),Germany,Europe and North America,2002,54.3025,13.08527778,0,0,de,https://whc.unesco.org/en/list/1067
1087,Town Hall and Roland on the Marketplace of Bremen,Cultural,"<p>The Town Hall and the statue of Roland on the marketplace of Bremen in north-west Germany are outstanding representations of civic autonomy and sovereignty, as these developed in the Holy Roman Empire in Europe. The old town hall was built in the Gothic style in the early 15th century, after Bremen joined the Hanseatic League. The building was renovated in the so-called Weser Renaissance style in the early 17th century. A new town hall was built next to the old one in the early 20th century as part of an ensemble that survived bombardment during the Second World War. The statue stands 5.5 m tall and dates back to 1404.</p>","<p><em>Criterion (iii):</em> the Bremen Town Hall and Roland bear an exceptional testimony to the civic autonomy and sovereignty, as these developed in the Holy Roman Empire.</p>
<p><em>Criterion (iv):</em> The Bremen Town Hall and Roland are an outstanding ensemble representing civic autonomy and market freedom. The town hall represents the medieval Saalgeschossbau-type of hall construction, as well as being an outstanding example of the so-called Weser Renaissance in Northern Germany. The Bremen Roland is the most representative and one of the oldest of Roland statues erected as a symbol of market rights and freedom.</p>
<p><em>Criterion (vi):</em> the ensemble of the town hall and Roland of Bremen with its symbolism is directly associated with the development of the ideas of civic autonomy and market freedom in the Holy Roman Empire. The Bremen Roland is referred to a historical figure, paladin of Charlemagne, who became the source for the French &lsquo;chanson de geste&rsquo; and other medieval and Renaissance epic poetry.</p>",(iii)(iv)(vi),Germany,Europe and North America,2004,53.07597222,8.807472222,0,0,de,https://whc.unesco.org/en/list/1087
1155,Old town of Regensburg with Stadtamhof,Cultural,"<p>Located on the Danube River in Bavaria, this medieval town contains many buildings of exceptional quality that testify to its history as a trading centre and to its influence on the region from the 9th century. A notable number of historic structures span some two millennia and include ancient Roman, Romanesque and Gothic buildings. Regensburg&rsquo;s 11th- to 13th-century architecture &ndash; including the market, city hall and cathedral &ndash; still defines the character of the town marked by tall buildings, dark and narrow lanes, and strong fortifications. The buildings include medieval patrician houses and towers, a large number of churches and monastic ensembles as well as the 12th-century Old Bridge. The town is also remarkable for the vestiges testifing to its rich history as one of the centres of the Holy Roman Empire that turned to Protestantism.</p>",,(ii)(iii)(iv),Germany,Europe and North America,2006,49.02055556,12.09916667,0,0,de,https://whc.unesco.org/en/list/1155
1239,Berlin Modernism Housing Estates,Cultural,"<p>Berlin Modernism Housing Estates. The property consists of six housing estates that testify to innovative housing policies from 1910 to 1933, especially during the Weimar Republic, when the city of Berlin was particularly progressive socially, politically and culturally. The property is an outstanding example of the building reform movement that contributed to improving housing and living conditions for people with low incomes through novel approaches to town planning, architecture and garden design. The estates also provide exceptional examples of new urban and architectural typologies, featuring fresh design solutions, as well as technical and aesthetic innovations. Bruno Taut, Martin Wagner and Walter Gropius were among the leading architects of these projects which exercised considerable influence on the development of housing around the world.</p>",,(ii)(iv),Germany,Europe and North America,2008,52.4483333333,13.45,0,0,de,https://whc.unesco.org/en/list/1239
1368,Fagus Factory in Alfeld,Cultural,"<p>Fagus Factory in Alfeld is a 10-building complex - began around 1910 to the design of Walter Gropius, which is a landmark in the development of modern architecture and industrial design. Serving all stages of manufacture, storage and dispatch of lasts used by the shoe industry, the complex, which is still operational today, is situated in Alfeld an der Leine in Lower Saxony. With its groundbreaking vast expanses of glass panels and functionalist aesthetics, the complex foreshadowed the work of the Bauhaus school and is a landmark in the development of architecture in Europe and North America.</p>",,(ii)(iv),Germany,Europe and North America,2011,51.9838888889,9.8122222222,0,0,de,https://whc.unesco.org/en/list/1368
1379,Margravial Opera House Bayreuth,Cultural,"<p>A masterpiece of Baroque theatre architecture, built between 1745 and 1750, the Opera House is the only entirely preserved example of its type where an audience of 500 can experience Baroque court opera culture and acoustics authentically, as its auditorium retains its original materials, i.e. wood and canvas. Commissioned by Margravine Wilhelmine, wife of Frederick, Margrave of Brandenburg–Bayreuth, it was designed by the renowned theatre architect Giuseppe Galli Bibiena. As a court opera house in a public space, it foreshadowed the large public theatres of the 19th century. The highly decorated theatre’s tiered loge structure of wood with illusionistic painted canvas represents the ephemeral ceremonial architectural tradition that was employed in pageants and celebrations for princely self-representation.</p>","<p>It is today the most important and best preserved example of court opera house architecture and of the Baroque opera culture. The theatre is a masterwork of Baroque court theatre architecture by Giuseppe Galli Bibiena in terms of its tiered loge form and acoustic, decorative and iconological properties. It marks a specific point in the development of opera houses, being a court opera house located not within a palace but as an urban element in the public space, foreshadowing the great public opera houses of the 19th century.</p>",(i)(iv),Germany,Europe and North America,2012,49.9443931107,11.5784979437,0,0,de,https://whc.unesco.org/en/list/1379
1413,Bergpark Wilhelmshöhe,Cultural,"<p>Descending a long hill dominated by a giant statue of Hercules, the monumental water displays of Wilhelmshöhe were begun by Landgrave Carl of Hesse-Kassel in 1689 around an east-west axis and were developed further into the 19th century. Reservoirs and channels behind the Hercules Monument supply water to a complex system of hydro-pneumatic devices that supply the site’s large Baroque water theatre, grotto, fountains and 350-metre long Grand Cascade. Beyond this, channels and waterways wind across the axis, feeding a series of dramatic waterfalls and wild rapids, the geyser-like Grand Fountain which leaps 50m high, the lake and secluded ponds that enliven the Romantic garden created in the 18th century by Carl’s great-grandson, Elector Wilhelm I. The great size of the park and its waterworks along with the towering Hercules statue constitute an expression of the ideals of absolutist Monarchy while the ensemble is a remarkable testimony to the aesthetics of the Baroque and Romantic periods.</p>",,(iii)(iv),Germany,Europe and North America,2013,51.3158333333,9.3930555556,0,0,de,https://whc.unesco.org/en/list/1413
1447,Carolingian Westwork and Civitas Corvey,Cultural,"<p>The site is located along the Weser River on the outskirts of Höxter where the Carolingian Westwork and Civitas Corvey were erected between AD 822 and 885 in a largely preserved rural setting. The Westwork is the only standing structure that dates back to the Carolingian era, while the original imperial abbey complex is preserved as archaeological remains that are only partially excavated. The Westwork of Corvey uniquely illustrates one of the most important Carolingian architectural expressions. It is a genuine creation of this period, and its architectural articulation and decoration clearly illustrate the role played within the Frankish empire by imperial monasteries in securing territorial control and administration, as well as the propagation of Christianity and the Carolingian cultural and political order throughout Europe.</p>",,(ii)(iii)(iv),Germany,Europe and North America,2014,51.7782777778,9.41025,0,0,de,https://whc.unesco.org/en/list/1447
1467,Speicherstadt and Kontorhaus District with Chilehaus,Cultural,"<p>Speicherstadt and the adjacent Kontorhaus district are two densely built urban areas in the centre of the port city of Hamburg. Speicherstadt, originally developed on a group of narrow islands in the Elbe River between 1885 and 1927, was partly rebuilt from 1949 to 1967. It is one of the largest coherent historic ensembles of port warehouses in the world (300,000 m<sup>2</sup>). It includes 15 very large warehouse blocks as well as six ancillary buildings and a connecting network of short canals. Adjacent to the modernist Chilehaus office building, the Kontorhaus district is an area of over five hectares featuring six very large office complexes built from the 1920s to the 1940s to house port-related businesses. The complex exemplifies the effects of the rapid growth in international trade in the late 19th and early 20th centuries.</p>",,(iv),Germany,Europe and North America,2015,53.5455555556,9.9994444444,0,0,de,https://whc.unesco.org/en/list/1467
1470,Naumburg Cathedral,Cultural,"<p>Located in the eastern part of the Thuringian Basin, the Cathedral of Naumburg, whose construction began in 1028, is an outstanding testimony to medieval art and architecture. Its Romanesque structure, flanked by two Gothic choirs, demonstrates the stylistic transition from late Romanesque to early Gothic. The west choir, dating to the first half of the 13th century, reflects changes in religious practice and the appearance of science and nature in the figurative arts. The choir and life-size sculptures of the founders of the Cathedral are masterpieces of the workshop known as the ‘Naumburg Master’.</p>",,(i)(ii),Germany,Europe and North America,2018,51.1548055556,11.804,0,0,de,https://whc.unesco.org/en/list/1470
1527,Caves and Ice Age Art in the Swabian Jura,Cultural,"<p>Modern humans first arrived in Europe 43,000 years ago during the last ice age. One of the areas where they took up residence was the Swabian Jura in southern Germany. Excavated from the 1860s, six caves have revealed items dating from 43,000 to 33,000 years ago. Among them are carved figurines of animals (including cave lions, mammoths, horses and bovids), musical instruments and items of personal adornment. Other figurines depict creatures that are half animal, half human and there is one statuette of a woman. These archaeological sites feature some of the oldest figurative art worldwide and help shed light on the origins of human artistic development.</p>",,(iii),Germany,Europe and North America,2017,48.3877777778,9.7655555556,0,0,de,https://whc.unesco.org/en/list/1527
1553,Archaeological Border complex of Hedeby and the Danevirke,Cultural,"<p>The archaeological site of Hedeby consists of the remains of an emporium – or trading town – containing traces of roads, buildings, cemeteries and a harbour dating back to the 1st and early 2nd millennia CE. It is enclosed by part of the Danevirke, a line of fortification crossing the Schleswig isthmus, which separates the Jutland Peninsula from the rest of the European mainland. Because of its unique situation between the Frankish Empire in the South and the Danish Kingdom in the North, Hedeby became a trading hub between continental Europe and Scandinavia and between the North Sea and the Baltic Sea. Because of its rich and well preserved archaeological material, it has become a key site for the interpretation of economic, social and historical developments in Europe during the Viking age.</p>",,(iii)(iv),Germany,Europe and North America,2018,54.4619444444,9.4541111111,0,0,de,https://whc.unesco.org/en/list/1553
1580,Water Management System of Augsburg,Cultural,"<p>The water management system of the city of Augsburg has evolved in successive phases from the 14th century to the present day. It includes a network of canals, water towers dating from the 15th to 17th centuries, which housed pumping machinery, a water-cooled butchers’ hall, a system of three monumental fountains and hydroelectric power stations, which continue to provide sustainable energy today. The technological innovations generated by this water management system have helped establish Augsburg as a pioneer in hydraulic engineering.</p>",,(ii)(iv),Germany,Europe and North America,2019,48.3654722222,10.902,0,0,de,https://whc.unesco.org/en/list/1580
