unesco_id,site_name,category,region,country,latitude,longitude,brief_description,ouv_statement,criteria,confidence_v2,score_v2,stone_count_v2,stone_types_found_v2,stone_geological_class_v2,named_trade_stones_v2,decorative_minerals_v2,construction_terms_v2,architectural_elements_v2,matched_title_terms_v2,matched_categories_v2,unesco_url,is_general_building
149,Archaeological Park and Ruins of Quirigua,Cultural,Latin America and the Caribbean,Guatemala,,,"Inhabited since the 2nd century A.D., Quirigua had become during the reign of Cauac Sky (723–84) the capital of an autonomous and prosperous state. The ruins of Quirigua contain some outstanding 8th-century monuments and an impressive series of carved stelae and sculpted calendars that constitute an essential source for the study of Mayan civilization.",,(i)(ii)(iv),MEDIUM,9,0,,,,,capital; stelae,capital,,Criterion_iv; Criterion_i; Criterion_ii; OUV_Construction,https://whc.unesco.org/en/list/149,True
439,Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,Cultural,Asia and the Pacific,China,,,"Seat of supreme power for over five centuries (1416-1911), the Forbidden City in Beijing, with its landscaped gardens and many buildings (whose nearly 10,000 rooms contain furniture and works of art), constitutes a priceless testimony to Chinese civilization during the Ming and Qing dynasties. The Imperial Palace of the Qing Dynasty in Shenyang consists of 114 buildings constructed between 1625–26 and 1783. It contains an important library and testifies to the foundation of the last dynasty that ruled China, before it expanded its power to the centre of the country and moved the capital to Beijing. This palace then became auxiliary to the Imperial Palace in Beijing. This remarkable architectural edifice offers important historical testimony to the history of the Qing Dynasty and to the cultural traditions of the Manchu and other tribes in the north of China.","Criterion (i): The Imperial Palaces represent masterpieces in the development of imperial palace architecture in China.
Criterion (ii): The architecture of the Imperial Palace complexes, particularly in Shenyang, exhibits an important interchange of influences of traditional architecture and Chinese palace architecture particularly in the 17th and 18th centuries.
Criterion (iii): The Imperial Palaces bear exceptional testimony to Chinese civilisation at the time of the Ming and Qing dynasties, being true reserves of landscapes, architecture, furnishings and objects of art, as well as carrying exceptional evidence to the living traditions and the customs of Shamanism practised by the Manchu people for centuries.
Criterion (iv): The Imperial Palaces provide outstanding examples of the greatest palatial architectural ensembles in China. They illustrate the grandeur of the imperial institution from the Qing Dynasty to the earlier Ming and Yuan dynasties, as well as Manchu traditions, and present evidence on the evolution of this architecture in the 17th and 18th centuries.",(i)(ii)(iii)(iv),MEDIUM,9,0,,,,,capital,capital; foundation; palace,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/439,True
524,Buddhist Monuments at Sanchi,Cultural,Asia and the Pacific,India,,,"On a hill overlooking the plain and about 40 km from Bhopal, the site of Sanchi comprises a group of Buddhist monuments (monolithic pillars, palaces, temples and monasteries) all in different states of conservation most of which date back to the 2nd and 1st centuries B.C. It is the oldest Buddhist sanctuary in existence and was a major Buddhist centre in India until the 12th century A.D.",,(i)(ii)(iii)(iv)(vi),MEDIUM,9,0,,,,,monolithic,monastery; palace; pillar; sanctuary; temple,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/524,True
491,Sanctuary of Asklepios at Epidaurus,Cultural,Europe and North America,Greece,,,"In a small valley in the Peloponnesus, the shrine of Asklepios, the god of medicine, developed out of a much earlier cult of Apollo (Maleatas), during the 6th century BC at the latest, as the official cult of the city state of Epidaurus. Its principal monuments, particularly the temple of Asklepios, the Tholos and the Theatre - considered one of the purest masterpieces of Greek architecture – date from the 4th century. The vast site, with its temples and hospital buildings devoted to its healing gods, provides valuable insight into the healing cults of Greek and Roman times.",,(i)(ii)(iii)(iv)(vi),MEDIUM,9,0,,,,,,sanctuary; shrine; temple; theatre,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/491,True
456,Paleochristian and Byzantine Monuments of Thessalonika,Cultural,Europe and North America,Greece,,,"Founded in 315 B.C., the provincial capital and sea port of Thessalonika was one of the first bases for the spread of Christianity. Among its Christian monuments are fine churches, some built on the Greek cross plan and others on the three-nave basilica plan. Constructed over a long period, from the 4th to the 15th century, they constitute a diachronic typological series, which had considerable influence in the Byzantine world. The mosaics of the rotunda, St Demetrius and St David are among the great masterpieces of early Christian art.",,(i)(ii)(iv),MEDIUM,9,0,,,,,capital,basilica; capital; church; nave,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/456,True
561,Rangiri Dambulla Cave Temple,Cultural,Asia and the Pacific,Sri Lanka,,,"A sacred pilgrimage site for 22 centuries, this cave monastery, with its five sanctuaries, is the largest, best-preserved cave-temple complex in Sri Lanka. The Buddhist mural paintings (covering an area of 2,100 m2 ) are of particular importance, as are the 157 statues.",,(i)(vi),HIGH,9,0,,,,,cave temple,monastery; sanctuary; temple,cave,Criterion_i; Title_Stone_Keyword; OUV_ArchElements,https://whc.unesco.org/en/list/561,True
1056,Mahabodhi Temple Complex at Bodh Gaya,Cultural,Asia and the Pacific,India,,,"The Mahabodhi Temple Complex is one of the four holy sites related to the life of the Lord Buddha, and particularly to the attainment of Enlightenment. The first temple was built by Emperor Asoka in the 3rd century B.C., and the present temple dates from the 5th or 6th centuries. It is one of the earliest Buddhist temples built entirely in brick, still standing in India, from the late Gupta period.","Criterion (i): The grand 50m high Mahabodhi Temple of the 5th-6th centuries is of immense importance, being one of the earliest temple constructions existing in the Indian sub-continent. It is one of the few representations of the architectural genius of the Indian people in constructing fully developed brick temples in that era.
Criterion (ii): The Mahabodhi Temple, one of the few surviving examples of early brick structures in India, has had significant influence in the development of architecture over the centuries.
Criterion (iii): The site of the Mahabodhi Temple provides exceptional records for the events associated with the life of Buddha and subsequent worship, particularly since Emperor Asoka built the first temple, the balustrades, and the memorial column.
Criterion (iv): The present Temple is one of the earliest and most imposing structures built entirely in brick from the late Gupta period. The sculpted stone balustrades are an outstanding early example of sculptural reliefs in stone.
Criterion (vi): The Mahabodhi Temple Complex in Bodh Gaya has direct association with the life of the Lord Buddha, being the place where He attained the supreme and perfect insight.",(i)(ii)(iii)(iv)(vi),MEDIUM,9,0,,,,,balustrade,balustrade; column; temple,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1056,True
1073,Gebel Barkal and the Sites of the Napatan Region,Cultural,Arab States,Sudan,,,"These five archaeological sites, stretching over more than 60 km in the Nile valley, are testimony to the Napatan (900 to 270 BC) and Meroitic (270 BC to 350 AD) cultures, of the second kingdom of Kush. Tombs, with and without pyramids, temples, living complexes and palaces, are to be found on the site. Since Antiquity, the hill of Gebel Barkal has been strongly associated with religious traditions and folklore. The largest temples are still considered by the local people as sacred places.","Criteria i, ii, iii and iv: The pyramids and tombs, being also part of the special desert border landscape, on the banks of the Nile, are unique in their typology and technique. The remains are the testimony to an ancient important culture which existed and flourished in this region only. Criterion (vi): Since antiquity the hill of Gebel Barkal has been strongly associated with religious traditions and local folklore. For this reason, the largest temples (Amon Temple for example) were built at the foot of the hill and are still considered by the local people as sacred places.",(i)(ii)(iii)(iv)(vi),MEDIUM,9,0,,,,,,palace; pyramid; temple; tomb,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1073,True
1452,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Cultural,Europe and North America,Türkiye,,,"This property is a serial nomination of eight component sites in the City of Bursa and the nearby village of Cumalıkızık, in the southern Marmara region. The site illustrates the creation of an urban and rural system establishing the Ottoman Empire in the early 14th century. The property embodies the key functions of the social and economic organization of the new capital which evolved around a civic centre. These include commercial districts of khans, kulliyes (religious institutions) integrating mosques, religious schools, public baths and a kitchen for the poor, as well as the tomb of Orhan Ghazi, founder of the Ottoman dynasty. One component outside the historic centre of Bursa is the village of Cumalıkızık, the only rural village of this system to show the provision of hinterland support for the capital.",,(i)(ii)(iv)(vi),MEDIUM,9,0,,,,,capital,bath; capital; mosque; tomb,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1452,True
941,Archaeological Sites of Mycenae and Tiryns,Cultural,Europe and North America,Greece,,,"The archaeological sites of Mycenae and Tiryns are the imposing ruins of the two greatest cities of the Mycenaean civilization, which dominated the eastern Mediterranean world from the 15th to the 12th century B.C. and played a vital role in the development of classical Greek culture. These two cities are indissolubly linked to the Homeric epics, the Iliad and the Odyssey , which have influenced European art and literature for more than three millennia.","Criterion (i): The architecture and design of Mycenae and Tiryns, such as the Lion Gate and the Treasury of Atreus at Mycenae and the walls of Tiryns, are outstanding examples of human creative genius.
Criterion (ii): The Mycenaean civilization, as exemplified by Mycenae and Tiryns, had a profound effect on the development of classical Greek architecture and urban design, and consequently also on contemporary cultural forms.
Criteria (iii) and (iv): Mycenae and Tiryns represent the apogee of the Mycenaean civilization, which laid the foundations for the evolution of later European cultures.
Criterion (vi): Mycenae and Tiryns are indissolubly linked with the Homeric epics, the Iliad and the Odyssey, the influence of which upon European literature and the arts has been profound for more than three millennia.",(i)(ii)(iii)(iv)(vi),MEDIUM,9,0,,,,,,foundation; gate; wall,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/941,True
1077,Takht-e Soleyman,Cultural,Asia and the Pacific,Iran (Islamic Republic of),,,"The archaeological site of Takht-e Soleyman, in north-western Iran, is situated in a valley set in a volcanic mountain region. The site includes the principal Zoroastrian sanctuary partly rebuilt in the Ilkhanid (Mongol) period (13th century) as well as a temple of the Sasanian period (6th and 7th centuries) dedicated to Anahita. The site has important symbolic significance. The designs of the fire temple, the palace and the general layout have strongly influenced the development of Islamic architecture.","Criterion i: Takht-e Soleyman is an outstanding ensemble of royal architecture, joining the principal architectural elements created by the Sasanians in a harmonious composition inspired by their natural context.
Criterion ii: The composition and the architectural elements created by the Sasanians at Takht-e Soleyman have had strong influence not only in the development of religious architecture in the Islamic period, but also in other cultures.
Criterion iii: The ensemble of Takht-e Soleyman is an exceptional testimony of the continuation of cult related to fire and water over a period of some two and half millennia. The archaeological heritage of the site is further enriched by the Sasanian town, which is still to be excavated.
Criterion iv: Takht-e Soleyman represents an outstanding example of Zoroastrian sanctuary, integrated with Sasanian palatial architecture within a composition, which can be seen as a prototype.
Criterion vi: As the principal Zoroastrian sanctuary, Takht-e Soleyman is the foremost site associated with one of the early monotheistic religions of the world. The site has many important symbolic relationships, being also a testimony of the association of the ancient beliefs, much earlier than the Zoroastrianism, as well as in its association with significant biblical figures and legends.",(i)(ii)(iii)(iv)(vi),MEDIUM,9,0,,,,,,palace; sanctuary; temple,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1077,True
331,Medina of Marrakesh,Cultural,Arab States,Morocco,,,"Founded in 1070–72 by the Almoravids, Marrakesh remained a political, economic and cultural centre for a long period. Its influence was felt throughout the western Muslim world, from North Africa to Andalusia. It has several impressive monuments dating from that period: the Koutoubiya Mosque, the Kasbah, the battlements, monumental doors, gardens, etc. Later architectural jewels include the Badiâ Palace, the Ben Youssef Madrasa, the Saadian Tombs, several great residences and Place Jamaâ El Fna, a veritable open-air theatre.",,(i)(ii)(iv)(v),MEDIUM,9,0,,,,,battlement,mosque; palace; theatre,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/331,True
1631,Frontiers of the Roman Empire – The Lower German Limes,Cultural,Europe and North America,"Germany,Netherlands (Kingdom of the)",,,"Following the left bank of the Lower Rhine River for approximately 400 km from the Rhenish Massif in Germany to the North Sea coast in the Netherlands, the transnational property consist of 102 components from one section of the frontiers of the Roman Empire, which in the 2nd century CE, stretched across Europe, the Near East, and North Africa, over 7,500 km. The property comprises military and civilian sites and infrastructure that marked the edge of Lower Germany from the 1st to 5th centuries CE. Archaeological remains in the property include legionary fortresses, forts, fortlets, towers, temporary camps, roads, harbours, a fleet base, a canal and an aqueduct, as well as civilian settlements, towns, cemeteries, sanctuaries, an amphitheatre, and a palace. Almost all of these archaeological remains are buried underground. Waterlogged deposits in the property have enabled a high degree of preservation of both structural and organic materials from the Roman periods of occupation and use.",,(ii)(iii)(iv),MEDIUM,9,0,,,,,,amphitheatre; aqueduct; base; fort; fortress; palace; sanctuary; tower,,Criterion_iv; Criterion_ii; OUV_ArchElements; OUV_ArchElements_6+,https://whc.unesco.org/en/list/1631,True
1398,Gonbad-e Qābus,Cultural,Asia and the Pacific,Iran (Islamic Republic of),,,"The 53&nbsp;m high tomb built in ad 1006 for Qābus Ibn Voshmgir, Ziyarid ruler and literati, near the ruins of the ancient city of Jorjan in north-east Iran, bears testimony to the cultural exchange between Central Asian nomads and the ancient civilization of Iran. The tower is the only remaining evidence of Jorjan, a former centre of arts and science that was destroyed during the Mongols&rsquo; invasion in the 14th and 15th centuries. It is an outstanding and technologically innovative example of Islamic architecture that influenced sacral building in Iran, Anatolia and Central Asia. Built of unglazed fired bricks, the monument&rsquo;s intricate geometric forms constitute a tapering cylinder with a diameter of 17&ndash;15.5&nbsp;m, topped by a conical brick roof. It illustrates the development of mathematics and science in the Muslim world at the turn of the first millennium AD.",,(i)(ii)(iii)(iv),MEDIUM,9,0,,,,,,roof; tomb; tower,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1398,True
1188,Soltaniyeh,Cultural,Asia and the Pacific,Iran (Islamic Republic of),,,"The mausoleum of Oljaytu was constructed in 1302–12 in the city of Soltaniyeh, the capital of the Ilkhanid dynasty, which was founded by the Mongols. Situated in the province of Zanjan, Soltaniyeh is one of the outstanding examples of the achievements of Persian architecture and a key monument in the development of its Islamic architecture. The octagonal building is crowned with a 50 m tall dome covered in turquoise-blue faience and surrounded by eight slender minarets. It is the earliest existing example of the double-shelled dome in Iran. The mausoleum’s interior decoration is also outstanding and scholars such as A.U. Pope have described the building as ‘anticipating the Taj Mahal’.","Criterion (ii):  The Mausoleum of Oljaytu forms an essential link in the development of the Islamic architecture in central and western Asia, from the classical Seljuk phase into the Timurid period. This is particularly relevant to the double-shell structure and the elaborate use of materials and themes in the decoration.
Criterion (iii):  Soltaniyeh as the ancient capital of the Ilkhanid dynasty represents an exceptional testimony to the history of the 13th and 14th centuries.
Criterion (iv):  The Mausoleum of Oljaytu represents an outstanding achievement in the development of Persian architecture particularly in the Ilkhanid period, characterized by its innovative engineering structure, spatial proportions, architectural forms and the decorative patterns and techniques.",(ii)(iii)(iv),MEDIUM,9,0,,,,turquoise,capital,capital; dome; mausoleum; minaret,,Criterion_iv; Criterion_ii; Decorative_Mineral; OUV_ArchElements,https://whc.unesco.org/en/list/1188,True
164,"Arles, Roman and Romanesque Monuments",Cultural,Europe and North America,France,,,"Arles is a good example of the adaptation of an ancient city to medieval European civilization. It has some impressive Roman monuments, of which the earliest – the arena, the Roman theatre and the cryptoporticus (subterranean galleries) – date back to the 1st century B.C. During the 4th century Arles experienced a second golden age, as attested by the baths of Constantine and the necropolis of Alyscamps. In the 11th and 12th centuries, Arles once again became one of the most attractive cities in the Mediterranean. Within the city walls, Saint-Trophime, with its cloister, is one of Provence's major Romanesque monuments.",,(ii)(iv),MEDIUM,9,0,,,,,,arena; bath; cloister; gallery; theatre; wall,,Criterion_iv; Criterion_ii; OUV_ArchElements; OUV_ArchElements_6+,https://whc.unesco.org/en/list/164,True
1345,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Cultural,Asia and the Pacific,Iran (Islamic Republic of),,,"Built between the beginning of the 16th century and the end of the 18th century, this place of spiritual retreat in the Sufi tradition uses Iranian traditional architectural forms to maximize use of available space to accommodate a variety of functions (including a library, a mosque, a school, mausolea, a cistern, a hospital, kitchens, a bakery, and some offices). It incorporates a route to reach the shrine of the Sheikh divided into seven segments, which mirror the seven stages of Sufi mysticism, separated by eight gates, which represent the eight attitudes of Sufism. The ensemble includes well-preserved and richly ornamented facades and interiors, with a remarkable collection of antique artefacts. It constitutes a rare ensemble of elements of medieval Islamic architecture.",,(i)(ii)(iv),MEDIUM,9,0,,,,,,facade; gate; mosque; shrine,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1345,True
1106,Pasargadae,Cultural,Asia and the Pacific,Iran (Islamic Republic of),,,"Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of royal Achaemenid art and architecture and exceptional testimonies of Persian civilization. Particularly noteworthy vestiges in the 160-ha site include: the Mausoleum of Cyrus II; Tall-e Takht, a fortified terrace; and a royal ensemble of gatehouse, audience hall, residential palace and gardens. Pasargadae was the capital of the first great multicultural empire in Western Asia. Spanning the Eastern Mediterranean and Egypt to the Hindus River, it is considered to be the first empire that respected the cultural diversity of its different peoples. This was reflected in Achaemenid architecture, a synthetic representation of different cultures.","Criterion (i): Pasargadae is the first outstanding expression of the royal Achaemenid architecture.
Criterion (ii): The dynastic capital of Pasargadae was built by Cyrus the Great with a contribution by different peoples of the empire created by him. It became a fundamental phase in the evolution of the classic Persian art and architecture.
Criterion (iii): The archaeological site of Pasargadae with its palaces, gardens, and the tomb of the founder of the dynasty, Cyrus the Great, represents an exceptional testimony to the Achaemenid civilisation in Persia.
Criterion (iv): The ‘Four Gardens’ type of royal ensemble, which was created in Pasargadae became a prototype for Western Asian architecture and design.",(i)(ii)(iii)(iv),MEDIUM,9,0,,,,,capital,capital; mausoleum; palace; terrace; tomb,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1106,True
377,Hattusha: the Hittite Capital,Cultural,Europe and North America,Türkiye,,,"The archaeological site of Hattusha, former capital of the Hittite Empire, is notable for its urban organization, the types of construction that have been preserved (temples, royal residences, fortifications), the rich ornamentation of the Lions' Gate and the Royal Gate, and the ensemble of rock art at Yazilikaya. The city enjoyed considerable influence in Anatolia and northern Syria in the 2nd millennium B.C.",,(i)(ii)(iii)(iv),MEDIUM,9,0,,,,,capital,capital; gate; temple,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/377,True
426,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,Cultural,Europe and North America,United Kingdom of Great Britain and Northern Ireland,,,"Westminster Palace, rebuilt from the year 1840 on the site of important medieval remains, is a fine example of neo-Gothic architecture. The site – which also comprises the small medieval Church of Saint Margaret, built in Perpendicular Gothic style, and Westminster Abbey, where all the sovereigns since the 11th century have been crowned – is of great historic and symbolic significance.",,(i)(ii)(iv),MEDIUM,9,0,,,,,,abbey; church; palace,,Criterion_iv; Criterion_i; Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/426,True
1310,"Cidade Velha, Historic Centre of Ribeira Grande",Cultural,Africa,Cabo Verde,,,"The town of Ribeira Grande, renamed Cidade Velha in the late 18th century, was the first European colonial outpost in the tropics. Located in the south of the island of Santiago, the town features some of the original street layout impressive remains including two churches, a royal fortress and Pillory Square with its ornate 16th century marble pillar.",,(ii)(iii)(vi),MEDIUM,8,1,marble,Metamorphic,,,,church; fortress; pillar,,Criterion_ii; OUV_Stone; OUV_ArchElements,https://whc.unesco.org/en/list/1310,True
1113,Fujian Tulou,Cultural,Asia and the Pacific,China,,,"Fujian Tulou is a property of 46 buildings constructed between the 15th and 20th centuries over 120 km in south-west of Fujian province, inland from the Taiwan Strait. Set amongst rice, tea and tobacco fields the Tulou are earthen houses. Several storeys high, they are built along an inward-looking, circular or square floor plan as housing for up to 800 people each. They were built for defence purposes around a central open courtyard with only one entrance and windows to the outside only above the first floor. Housing a whole clan, the houses functioned as village units and were known as “a little kingdom for the family” or “bustling small city.” They feature tall fortified mud walls capped by tiled roofs with wide over-hanging eaves. The most elaborate structures date back to the 17th and 18th centuries. The buildings were divided vertically between families with each disposing of two or three rooms on each floor. In contrast with their plain exterior, the inside of the tulou were built for comfort and were often highly decorated. They are inscribed as exceptional examples of a building tradition and function exemplifying a particular type of communal living and defensive organization, and, in terms of their harmonious relationship with their environment, an outstanding example of human settlement.",,(iii)(iv)(v),MEDIUM,8,0,,,,,,courtyard; floor; roof; wall,,Criterion_iv; OUV_Materials; OUV_ArchElements,https://whc.unesco.org/en/list/1113,True
518,Poblet Monastery,Cultural,Europe and North America,Spain,,,"This Cistercian abbey in Catalonia is one of the largest in Spain. At its centre is a 12th-century church. The austere, majestic monastery, which has a fortified royal residence and contains the pantheon of the kings of Catalonia and Aragon, is an impressive sight.",,(i)(iv),MEDIUM,8,0,,,,,,abbey; church; monastery,,Criterion_iv; Criterion_i; OUV_ArchElements,https://whc.unesco.org/en/list/518,True
1501,Antequera Dolmens Site,Cultural,Europe and North America,Spain,,,"Located at the heart of Andalusia in southern Spain, the site comprises three megalithic monuments: the Menga and Viera dolmens and the Tholos of El Romeral, and two natural monuments: La Peña de los Enamorados and El Torcal mountainous formations, which are landmarks within the property. Built during the Neolithic and Bronze Age out of large stone blocks, these monuments form chambers with lintelled roofs or false cupolas. These three tombs, buried beneath their original earth tumuli, are one of the most remarkable architectural works of European prehistory and one of the most important examples of European Megalithism.",,(i)(iii)(iv),MEDIUM,8,0,,,,,megalithic,cupola; roof; tomb,,Criterion_iv; Criterion_i; OUV_ArchElements,https://whc.unesco.org/en/list/1501,True
1561,Quanzhou: Emporium of the World in Song-Yuan China,Cultural,Asia and the Pacific,China,,,"The serial site of Quanzhou illustrates the city’s vibrancy as a maritime emporium during the Song and Yuan periods (10th - 14th centuries AD) and its interconnection with the Chinese hinterland. Quanzhou thrived during a highly significant period for maritime trade in Asia. The site encompasses religious buildings, including the 11th century AD Qingjing Mosque, one of the earliest Islamic edifices in China, Islamic tombs, and a wide range of archaeological remains: administrative buildings, stone docks that were important for commerce and defence, sites of ceramic and iron production, elements of the city’s transportation network, ancient bridges, pagodas, and inscriptions. Known as Zayton in Arabic and western texts of the 10th to 14th centuries AD.",,(iv),MEDIUM,8,0,,,,,building stone,bridge; mosque; pagoda; tomb,,Criterion_iv; OUV_Materials; OUV_ArchElements,https://whc.unesco.org/en/list/1561,True
804,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Cultural,Europe and North America,Spain,,,"These are two of the finest contributions to Barcelona's architecture by the Catalan art nouveau architect Lluís Domènech i Montaner. The Palau de la Música Catalana is an exuberant steel-framed structure full of light and space, and decorated by many of the leading designers of the day. The Hospital de Sant Pau is equally bold in its design and decoration, while at the same time perfectly adapted to the needs of the sick.","The Committee decided to inscribe these two properties on the basis of criteria (i), (ii) and (iv), considering that the Palau de la Música Catalana and the Hospital de Sant Pau in Barcelona are masterpieces of the imaginative and exuberant Art Nouveau that flowered in early 20th century Barcelona.",(i)(ii)(iv),MEDIUM,8,0,,,,,,,,Criterion_iv; Criterion_i; Criterion_ii; OUV_Materials,https://whc.unesco.org/en/list/804,True
316,Burgos Cathedral,Cultural,Europe and North America,Spain,,,"Our Lady of Burgos was begun in the 13th century at the same time as the great cathedrals of the Ile-de-France and was completed in the 15th and 16th centuries. The entire history of Gothic art is summed up in its superb architecture and its unique collection of works of art, including paintings, choir stalls, reredos, tombs and stained-glass windows.",,(ii)(iv)(vi),HIGH,8,0,,,,,,cathedral; tomb,cathedral,Criterion_iv; Criterion_ii; Title_Stone_Keyword,https://whc.unesco.org/en/list/316,True
707,"Historic Ensemble of the Potala Palace, Lhasa",Cultural,Asia and the Pacific,China,,,"The Potala Palace, winter palace of the Dalai Lama since the 7th century, symbolizes Tibetan Buddhism and its central role in the traditional administration of Tibet. The complex, comprising the White and Red Palaces with their ancillary buildings, is built on Red Mountain in the centre of Lhasa Valley, at an altitude of 3,700m. Also founded in the 7th century, the Jokhang Temple Monastery is an exceptional Buddhist religious complex. Norbulingka, the Dalai Lama's former summer palace, constructed in the 18th century, is a masterpiece of Tibetan art. The beauty and originality of the architecture of these three sites, their rich ornamentation and harmonious integration in a striking landscape, add to their historic and religious interest.",,(i)(iv)(vi),MEDIUM,8,0,,,,,,monastery; palace; temple,,Criterion_iv; Criterion_i; OUV_ArchElements,https://whc.unesco.org/en/list/707,True
817,Hwaseong Fortress,Cultural,Asia and the Pacific,Republic of Korea,,,"When the Joseon King Jeongjo moved his father's tomb to Suwon at the end of the 18th century, he surrounded it with strong defensive works, laid out according to the precepts of an influential military architect of the period, who brought together the latest developments in the field from both East and West. The massive walls, extending for nearly 6 km, still survive; they are pierced by four gates and equipped with bastions, artillery towers and other features.","The Committee decided to inscribe this property on the basis of criteria (ii) and (iii), considering that the Hwaseong Fortress is an outstanding example of early modern military architecture, incorporating the most highly developed features of that science from both east and west.",(ii)(iii),HIGH,8,0,,,,,,fortress; gate; tomb; tower; wall,fortress,Criterion_ii; Title_Stone_Keyword; OUV_ArchElements,https://whc.unesco.org/en/list/817,True
95,Old City of Dubrovnik,Cultural,Europe and North America,Croatia,,,"The 'Pearl of the Adriatic', situated on the Dalmatian coast, became an important Mediterranean sea power from the 13th century onwards. Although severely damaged by an earthquake in 1667, Dubrovnik managed to preserve its beautiful Gothic, Renaissance and Baroque churches, monasteries, palaces and fountains. Damaged again in the 1990s by armed conflict, it is now the focus of a major restoration programme co-ordinated by UNESCO.",,(i)(iii)(iv),MEDIUM,8,0,,,,,,church; monastery; palace,,Criterion_iv; Criterion_i; OUV_ArchElements,https://whc.unesco.org/en/list/95,True
833,Su Nuraxi di Barumini,Cultural,Europe and North America,Italy,,,"During the late 2nd millennium B.C. in the Bronze Age, a special type of defensive structure known as nuraghi (for which no parallel exists anywhere else in the world) developed on the island of Sardinia. The complex consists of circular defensive towers in the form of truncated cones built of dressed stone, with corbel-vaulted internal chambers. The complex at Barumini, which was extended and reinforced in the first half of the 1st millennium under Carthaginian pressure, is the finest and most complete example of this remarkable form of prehistoric architecture.","The Committee decided to inscribe this property on the basis of cultural criteria (i), (iii) and (iv), considering that the nuraghe of Sardinia, of which Su Nuraxi is the pre-eminent example, represent an exceptional response to political and social conditions, making an imaginative and innovative use of the materials and techniques available to a prehistoric island community.",(i)(iii)(iv),MEDIUM,8,0,,,,,,corbel; tower; vault,,Criterion_iv; Criterion_i; OUV_ArchElements,https://whc.unesco.org/en/list/833,True
1016,Historical Centre of the City of Arequipa,Cultural,Latin America and the Caribbean,Peru,,,"The historic centre of Arequipa, built in volcanic sillar rock, represents an integration of European and native building techniques and characteristics, expressed in the admirable work of colonial masters and Criollo and Indian masons. This combination of influences is illustrated by the city's robust walls, archways and vaults, courtyards and open spaces, and the intricate Baroque decoration of its facades.","Criterion i The ornamented architecture in the historic centre of Arequipa represents a masterpiece of the creative integration of European and native characteristics, crucial for the cultural expression of the entire region. Criterion iv The historic centre of Arequipa is an outstanding example of a colonial settlement, challenged by the natural conditions, the indigenous influences, the process of conquest and evangelization, as well as the spectacular nature of its setting.",(i)(iv),MEDIUM,8,0,,,,,mason,courtyard; facade; vault; wall,,Criterion_iv; Criterion_i; OUV_ArchElements,https://whc.unesco.org/en/list/1016,True
925,Rock Shelters of Bhimbetka,Cultural,Asia and the Pacific,India,,,"The Rock Shelters of Bhimbetka are in the foothills of the Vindhyan Mountains on the southern edge of the central Indian plateau. Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period. The cultural traditions of the inhabitants of the twenty-one villages adjacent to the site bear a strong resemblance to those represented in the rock paintings.","Criterion (iii): Bhimbetka reflects a long interaction between people and the landscape, as demonstrated in the quantity and quality of its rock art. Criterion (v): Bhimbetka is closely associated with a hunting and gathering economy as demonstrated in the rock art and in the relicts of this tradition in the local adivasi villages on the periphery of this site.",(iii)(v),HIGH,8,1,sandstone,Sedimentary,,,,,rock,Title_Stone_Keyword; OUV_Stone,https://whc.unesco.org/en/list/925,True
