Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
255,Fatehpur Sikri,India,"Mughal Architecture / Indo-Islamic Style (Palaces, Public Buildings, Mosques, Living Areas, Fortifications); nan",Internal (DS/OUV),,1571–1573 (City construction); Mosque completed in 1571–72; Tomb completed in 1580–81 / 1606; Buland Darwaza completed in 1575,Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Red Sandstone (Major), Marble (Secondary/Minor)",Red Sandstone (Major),Sandstone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,,,,Vindhyan (Stratigraphic Group mentioned for hill ranges),Internal (DS/OUV),,,,,"Red (Sandstone), White (implied Marble)",Internal (DS/OUV),,"Perforated (Stone screens), Carved",Internal (DS/OUV),,,,,Outcrops of the Vindhyan hill ranges (Mining within 10-km radius banned),Internal (DS/OUV),,India,Internal (DS/OUV),,Local (Extracted from nearby Vindhyan outcrops),Internal (DS/OUV),,Local / Immediate vicinity (within 10-km radius),,,"Wall, Porticos, Pillars, Roofs, Gate (Buland Darwaza), Towers (Hiran Minar), Fortification",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,,,,,,,"Repairs, chemical preservation, and restoration carried out on Buland Darwaza, Jama Masjid, Shaikh Salim Chisti's Tomb, Khwabgah, Mariam's house, Jodha Bai Palace, Diwan-i-Am, etc.",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
255,Fatehpur Sikri,India,"Mughal Architecture / Indo-Islamic Style (Palaces, Public Buildings, Mosques, Living Areas, Fortifications); nan",Internal (DS/OUV),,1571–1573 (City construction); Mosque completed in 1571–72; Tomb completed in 1580–81 / 1606; Buland Darwaza completed in 1575,Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Red Sandstone (Major), Marble (Secondary/Minor)",Marble (Secondary/Minor),Marble,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,,,,Vindhyan (Stratigraphic Group mentioned for hill ranges),Internal (DS/OUV),,,,,"Red (Sandstone), White (implied Marble)",Internal (DS/OUV),,"Perforated (Stone screens), Carved",Internal (DS/OUV),,,,,Outcrops of the Vindhyan hill ranges (Mining within 10-km radius banned),Internal (DS/OUV),,India,Internal (DS/OUV),,Local (Extracted from nearby Vindhyan outcrops),Internal (DS/OUV),,Local / Immediate vicinity (within 10-km radius),,,"Wall, Porticos, Pillars, Roofs, Gate (Buland Darwaza), Towers (Hiran Minar), Fortification",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,,,,,,,"Repairs, chemical preservation, and restoration carried out on Buland Darwaza, Jama Masjid, Shaikh Salim Chisti's Tomb, Khwabgah, Mariam's house, Jodha Bai Palace, Diwan-i-Am, etc.",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
129,Maya Site of Copan,Honduras,"Ruined citadel, imposing public squares, pyramids, terraces, temples, plazas, ball courts, stadium, and residential complexes; nan",Internal (DS/OUV),,"Classic Maya Period (AD 300–900); first population evidence ~1500 B.C., first Maya-Cholan immigration ~100 A.D., dynasty started 427 A.D.",Internal (DS/OUV),,Classic Maya Civilization,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),Obsidian,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,Black (associated with obsidian),Internal (DS/OUV),,,,,,,,,,,,,,"Imported / Regional movement (Immigration & leaders coming from Petén / Guatemalan Highlands, but specific stone provenance is not stated)",Internal (DS/OUV),,,,,"Pyramids, terraces, temples, plazas, altars, stadium, ball courts, mounds",Internal (DS/OUV),,"Sculptured monoliths and altars; Hieroglyphic Stairway with over 1,800 glyphs; stairway sculptured with jaguar figures",Internal (DS/OUV),,"Paved expanse, level plazas, elevated masses, in situ sculpture and stonework",Internal (DS/OUV),,"River erosion, microflora growth, seismic vulnerability (earthquake damage)",Internal (DS/OUV),,Replicas used in situ for preservation while originals moved to Sculpture Museum,Internal (DS/OUV),,Restoration projects carried out following international standards since 1980,Internal (DS/OUV),,Poor,,,Yes,,,,Tier 9: Unflagged,
1295,"Fort Jesus, Mombasa",Kenya,Military fortification; nan,Internal (DS/OUV),,1593–1596,Internal (DS/OUV),,"Portuguese (with later Swahili, Arab, Turkish, Persian, and British occupations)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Coral Rock, Coral Stone",Coral Rock,Coral Stone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Coral limestone / Coral rock,Internal (DS/OUV),,,,,,,,,,,,,,Lime mortar (calcium carbonate),Internal (DS/OUV),,,,,Kenya,Internal (DS/OUV),,Local (built over a spur of coral rock),Internal (DS/OUV),,,,,"Fortification walls, bastions, moat, structural foundations",Internal (DS/OUV),,,,,Traditional coral stone and lime mortar masonry,Internal (DS/OUV),,Erosion of rocks along the sea coast,Internal (DS/OUV),,Coral stone and lime mortar,Internal (DS/OUV),,Ongoing maintenance and conservation work using traditional materials,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1295,"Fort Jesus, Mombasa",Kenya,Military fortification; nan,Internal (DS/OUV),,1593–1596,Internal (DS/OUV),,"Portuguese (with later Swahili, Arab, Turkish, Persian, and British occupations)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Coral Rock, Coral Stone",Coral Stone,Coral Stone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Coral limestone / Coral rock,Internal (DS/OUV),,,,,,,,,,,,,,Lime mortar (calcium carbonate),Internal (DS/OUV),,,,,Kenya,Internal (DS/OUV),,Local (built over a spur of coral rock),Internal (DS/OUV),,,,,"Fortification walls, bastions, moat, structural foundations",Internal (DS/OUV),,,,,Traditional coral stone and lime mortar masonry,Internal (DS/OUV),,Erosion of rocks along the sea coast,Internal (DS/OUV),,Coral stone and lime mortar,Internal (DS/OUV),,Ongoing maintenance and conservation work using traditional materials,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1093,Um er-Rasas (Kastrom Mefa'a),Jordan,"Roman military camp, fortified town, churches, stylized towers; nan",Internal (DS/OUV),,"End of 3rd to 9th centuries AD (Roman, Byzantine, and Early Muslim/Umayyad periods)",Internal (DS/OUV),,"Roman, Byzantine, Umayyad / Early Muslim",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Limestone (Geological material is explicitly mentioned),Limestone (Geological material is explicitly mentioned),Limestone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,Local quarries associated with northern group of ruins (Geological source area mentioned),Internal (DS/OUV),,Jordan,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Fortified Roman walls, towers, churches, courtyard walls, columns",Internal (DS/OUV),,"Geometric, town-map, and animal mosaic floors; painted plaster on limestone",Internal (DS/OUV),,"Stone tower construction, coursed stone masonry",Internal (DS/OUV),,"General weathering processes, seismic structural collapse, poor drainage vulnerability",Internal (DS/OUV),,,,,"Structural consolidation, backfilling, protective shelters over St Stephen's Church and Church of the Lions",Internal (DS/OUV),,Poor,,,Yes,,,,Tier 9: Unflagged,
384,Old Town of Cáceres,Spain,"Roman, Islamic, Northern Gothic, Italian Renaissance, Fortified/Nobility architecture (fortress-houses, palace-houses); nan",Internal (DS/OUV),,"14th to 16th centuries (including 15th-century fortress-houses & 16th-century palace-houses; traces back to Roman, Arab/Almohad, & Pre-Roman times)",Internal (DS/OUV),,"Pre-Roman, Roman, Islamic / Arab (Almohades), Jewish, Medieval Christian",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Granite,Granite,Granite,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,Internal (DS/OUV),,Local (Inferred from nobility/masonry constructions),Internal (DS/OUV),,,,,"Defenses, Defensive walls, Towers (Torre del Bujaco, Torre Mochada, Púlpitos), Fortified houses, Palaces, Churches",Internal (DS/OUV),,,,,Granite Masonry,Internal (DS/OUV),,,,,,,,Historical refurbishment during medieval Christian times & Almohade phase; modern physical and functional rehabilitation under the Special Revitalization and Protection Plan,,,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1485,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,Railway Bridge / Multi-span Cantilever Trussed Bridge; nan,Internal (DS/OUV),,Built between 1882 and 1890 (Opened in 1890),Internal (DS/OUV),,Modern Industrial / Victorian Engineering,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Granite,Granite,Granite,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Foundations / Substructure (supporting steel double-cantilever towers),Internal (DS/OUV),,,,,Foundation / Pier Masonry,Internal (DS/OUV),,,,,,,,Over ten years of restoration/maintenance work (including a new paint system by Network Rail),Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
696,Kronborg Castle,Denmark,"Renaissance castle, military fortress, four-winged building with towers and spires; nan",Internal (DS/OUV),,"1574 (begun by King Frederik II), reconstructed post-1629 fire, 17th-century fortification additions",Internal (DS/OUV),,Danish / Northern European Renaissance,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,Sandstone,Sandstone,Sandstone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Facades, front walls",Internal (DS/OUV),,Sandstone ornaments,Internal (DS/OUV),,Horizontal bands,Internal (DS/OUV),,"Building and ground decay as a result of lack of maintenance, climate, or fire",Internal (DS/OUV),,Replicas of sandstone ornaments,Internal (DS/OUV),,Thorough restoration in 1924–38; ongoing continual facade restoration,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
323,Royal Palaces of Abomey,Benin,"Cob-wall fortified palace ensemble with courtyards (outer, inner, private), portals, and traditional structures (Djexo, Adoxo); nan",Internal (DS/OUV),,1625 to 1900,Internal (DS/OUV),,Kingdom of Dahomey / Aja-Fon culture,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Laterite,Laterite,Laterite,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Red / Earth tone (implied by laterite clay/cob, but explicit geological color profile is NA)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Enclosure walls, sacred structures (Djexo, Adoxo tombs), and palaces",Internal (DS/OUV),,Polychrome bas-reliefs,Internal (DS/OUV),,"Cob-wall construction (bâtiment en bauge) using laterite earth, water, wood, and straw",Internal (DS/OUV),,Precariousness of earth/traditional building materials under natural phenomena,Internal (DS/OUV),,"Traditional materials (laterite, wood, straw) used during rehabilitation",Internal (DS/OUV),,Over half of the 184 identified components restored in accordance with accepted conservation standards; monitored via risk management and conservation plans,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1106,Pasargadae,Iran (Islamic Republic of),"Capital, Palaces, Gardens, Gatehouse, Audience Hall, Residential Palace, Mausoleum/Tomb, Fortified Platform (Tall-e Takht), Citadel; nan",Internal (DS/OUV),,6th century BC,Internal (DS/OUV),,Persian / Achaemenid (First Persian) Empire,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Limestone ,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,Mud-brick (mentioned for Tall-e Takht defenses),Internal (DS/OUV),,,,,Compact limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,"Local (Morgab plain setting mentioned, though quarry origin is not specified) / NA",Internal (DS/OUV),,,,,"Tomb (compact limestone tomb holding Cyrus the Great’s gilded sarcophagus), Fortified Platform (Tall-e Takht), Waterways/Pathways (Four Gardens)",Internal (DS/OUV),,"Refined details, slender verticality",Internal (DS/OUV),,Mud-brick construction (citadel/fortified platform); Refined stone architecture,Internal (DS/OUV),,"Erosion (physical, chemical, environmental), violent winds, burning sun, flooding",Internal (DS/OUV),,,,,Recent restoration utilizing traditional technology and materials in harmony with the ensemble; poor condition of mud-brick due to 1960s excavations,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1358,Citadel of the Ho Dynasty,Viet Nam,"Imperial city / Citadel composed of Inner Citadel, La Thanh Outer Wall, and Nam Giao Altar; nan",Internal (DS/OUV),,1397 (built in 1397; capital from 1398–1407),Internal (DS/OUV),,Ho Dynasty / Late 14th-century Viet Nam (Neo-Confucianism / Vietnamese culture),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,Limestone,Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Viet Nam,Internal (DS/OUV),,,,,,,,Massive stone walls / Large blocks used for constructing the Inner Citadel walls,Internal (DS/OUV),,Architectural elements designed for space management and decoration,Internal (DS/OUV),,Large limestone blocks / massive stone walls,Internal (DS/OUV),,,,,,,,"Well-preserved / section of La Thanh Outer Wall protected, Nam Giao Altar archaeological remains preserved",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,"Layout, disposition of small towns, terraces, compact settlements, medieval castles, religious buildings, fortified centre, drystone walls, tiny stone huts, Doria Castle; nan",Internal (DS/OUV),,"12th century (terraces), Later Middle Ages (main 5 villages), Roman period (Portovenere archaeological remains)",Internal (DS/OUV),,"Roman, Medieval / Traditional Ligurian Community",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Sandstone, Limestone",Sandstone,Sandstone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Pebbles,Internal (DS/OUV),,,,,"Sandstone rough blocks, pebbles",Internal (DS/OUV),,,,,,,,,,,Rough (rough blocks),Internal (DS/OUV),,,,,,,,,,,"Local (pebbles removed from the ground, settlements erected directly on the rock)",Internal (DS/OUV),,,,,"Drystone terraced walls, house construction, roofing, tiny stone huts, castle, fortified walls",Internal (DS/OUV),,,,,Carefully constructed drystone walls of rough blocks bonded with pebbles removed from the ground; traditional craftsmanship,Internal (DS/OUV),,Abandoned terraces vulnerable to landslides; damage suffered from floods and natural disasters,Internal (DS/OUV),,,,,"Urgent reconstruction of drystone walls; recovery/reclamation of terraced landscape; systematic restoration campaigns for protected monuments (churches of St Peter, St Venerius, Doria Castle)",Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,,Tier 9: Unflagged,
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,"Layout, disposition of small towns, terraces, compact settlements, medieval castles, religious buildings, fortified centre, drystone walls, tiny stone huts, Doria Castle; nan",Internal (DS/OUV),,"12th century (terraces), Later Middle Ages (main 5 villages), Roman period (Portovenere archaeological remains)",Internal (DS/OUV),,"Roman, Medieval / Traditional Ligurian Community",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Sandstone, Limestone",Limestone,Limestone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Pebbles,Internal (DS/OUV),,,,,"Sandstone rough blocks, pebbles",Internal (DS/OUV),,,,,,,,,,,Rough (rough blocks),Internal (DS/OUV),,,,,,,,,,,"Local (pebbles removed from the ground, settlements erected directly on the rock)",Internal (DS/OUV),,,,,"Drystone terraced walls, house construction, roofing, tiny stone huts, castle, fortified walls",Internal (DS/OUV),,,,,Carefully constructed drystone walls of rough blocks bonded with pebbles removed from the ground; traditional craftsmanship,Internal (DS/OUV),,Abandoned terraces vulnerable to landslides; damage suffered from floods and natural disasters,Internal (DS/OUV),,,,,"Urgent reconstruction of drystone walls; recovery/reclamation of terraced landscape; systematic restoration campaigns for protected monuments (churches of St Peter, St Venerius, Doria Castle)",Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,,Tier 9: Unflagged,
933,The Loire Valley between Sully-sur-Loire and Chalonnes,France,"Châteaux, Benedictine abbeys, medieval fortresses, country houses, troglodyte dwellings, bridges, dyke systems, ogival and Romanesque churches; nan",Internal (DS/OUV),,"Gallo-Roman times to 19th century (specifically Middle Ages, Renaissance, 15th–16th centuries)",Internal (DS/OUV),,"Gallo-Roman, Medieval French, Renaissance Western European",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Tufa and Slate,Tufa,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Tufa (Tuffeau),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Troglodyte sites (extracted local troglodyte cavities/quarries),Internal (DS/OUV),,France,Internal (DS/OUV),,Local,,,,,,"Building walls of châteaux, fortresses, abbeys, urban dwellings, ports, dyke systems",Internal (DS/OUV),,Architectural embellishments and Renaissance country house features,Internal (DS/OUV),,"Stonework (dykes/ports), troglodyte excavation, dressed stone masonry",Internal (DS/OUV),,,,,,,,"Regular maintenance, ongoing conservation works under Heritage Code",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
933,The Loire Valley between Sully-sur-Loire and Chalonnes,France,"Châteaux, Benedictine abbeys, medieval fortresses, country houses, troglodyte dwellings, bridges, dyke systems, ogival and Romanesque churches; nan",Internal (DS/OUV),,"Gallo-Roman times to 19th century (specifically Middle Ages, Renaissance, 15th–16th centuries)",Internal (DS/OUV),,"Gallo-Roman, Medieval French, Renaissance Western European",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Tufa and Slate,Slate,Slate,Internal (DS/OUV),,Sedimentary Rock,,,,,,Tufa (Tuffeau),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Troglodyte sites (extracted local troglodyte cavities/quarries),Internal (DS/OUV),,France,Internal (DS/OUV),,Local,,,,,,"Building walls of châteaux, fortresses, abbeys, urban dwellings, ports, dyke systems",Internal (DS/OUV),,Architectural embellishments and Renaissance country house features,Internal (DS/OUV),,"Stonework (dykes/ports), troglodyte excavation, dressed stone masonry",Internal (DS/OUV),,,,,,,,"Regular maintenance, ongoing conservation works under Heritage Code",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
836,Archaeological Site of Volubilis,Morocco,"Fortified municipium, urban hypodamian system, terraced plan; nan",Internal (DS/OUV),,3rd century B.C. to Islamic period (10 centuries of occupation); Rampart built in 168–169 AD,Internal (DS/OUV),,"Libyco-Berber, Mauritanian, Roman, Christian, Arab-Islamic (Idrisid)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Marble,Marble,Marble,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramparts, buildings, triumphal arch, tombs",Internal (DS/OUV),,"Statuary (marble and bronze), mosaics, capitals",Internal (DS/OUV),,,,,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Long-term conservation and restoration programmes under Ministry of Culture Action Plan,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1066,Upper Middle Rhine Valley,Germany,"Building, Monument, Plan, Structure, Traditional; Castle, Fort, Fortress, Gate, Terrace; nan",Internal (DS/OUV),,"Over 2,000 years (fortresses/castles erected over ~1,000 years)",Internal (DS/OUV),,Western European / Roman & Medieval Germanic settlements,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Slate, Sandstone",Slate,Slate,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Clay-slates,Internal (DS/OUV),,,,,"Clay-slates, hard sandstone, slate",Internal (DS/OUV),,,,,Rhenish Slate Mountains,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local (River cut through regional Rhenish Slate formations),Internal (DS/OUV),,,,,"Castles, fortresses, town walls, vineyard terracing, building construction",Internal (DS/OUV),,,,,"Terracing, hillside fortification masonry",Internal (DS/OUV),,,,,,,,19th-century Romantic movement restorations/reconstructions,Internal (DS/OUV),,Good,,,No,,,,Tier 9: Unflagged,
