Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Rock Class,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1087,Town Hall and Roland on the Marketplace of Bremen,Germany,"Gothic, Weser Renaissance, Baroque; nan",Internal (DS/OUV),,"1404 (Roland statue), 1405–1409 (Old Town Hall original Gothic construction), 1595–1612 / early 17th century (Weser Renaissance renovation), 1909–1913 (New Town Hall)",Internal (DS/OUV),,Holy Roman Empire / European Medieval & Renaissance,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Limestone, Clinker / Tiles, Exposed Brick",Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,South-German Limestone,Internal (DS/OUV),,,,,"Sandstone, Limestone",Internal (DS/OUV),,,,,,,,Exposed brick with alternating dark and light layers,Internal (DS/OUV),,,,,,,,,,,Germany (South-German region mentioned for limestone),Internal (DS/OUV),,Imported (South-German limestone),,,,,,"Stone statues (Emperor, prince electors, Roland), stone columns/pillars (wine cellar, arcade), windows, details",Internal (DS/OUV),,Elaborate sculptural decoration in sandstone on the façade; sculptured polychrome doorway frames,Internal (DS/OUV),,"Exposed brickwork with alternating dark and light layers, round arches with Tuscan columns in the medieval arcade, clinker-tiled elevations",Internal (DS/OUV),,Facades of the New Town Hall show effects of exposure to weather,Internal (DS/OUV),,Statues of the south and west façades replaced with copies (1959–1963); Roland head replaced with a copy (1983–1984),Internal (DS/OUV),,"Exterior restoration (2001–2006, 1964–1968); re-pointing joints; consolidating stone parts on façades; repairs in 1938, 1959, 1969, and 1983–1984",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1087,Town Hall and Roland on the Marketplace of Bremen,Germany,"Gothic, Weser Renaissance, Baroque; nan",Internal (DS/OUV),,"1404 (Roland statue), 1405–1409 (Old Town Hall original Gothic construction), 1595–1612 / early 17th century (Weser Renaissance renovation), 1909–1913 (New Town Hall)",Internal (DS/OUV),,Holy Roman Empire / European Medieval & Renaissance,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Limestone, Clinker / Tiles, Exposed Brick",Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,South-German Limestone,Internal (DS/OUV),,,,,"Sandstone, Limestone",Internal (DS/OUV),,,,,,,,Exposed brick with alternating dark and light layers,Internal (DS/OUV),,,,,,,,,,,Germany (South-German region mentioned for limestone),Internal (DS/OUV),,Imported (South-German limestone),,,,,,"Stone statues (Emperor, prince electors, Roland), stone columns/pillars (wine cellar, arcade), windows, details",Internal (DS/OUV),,Elaborate sculptural decoration in sandstone on the façade; sculptured polychrome doorway frames,Internal (DS/OUV),,"Exposed brickwork with alternating dark and light layers, round arches with Tuscan columns in the medieval arcade, clinker-tiled elevations",Internal (DS/OUV),,Facades of the New Town Hall show effects of exposure to weather,Internal (DS/OUV),,Statues of the south and west façades replaced with copies (1959–1963); Roland head replaced with a copy (1983–1984),Internal (DS/OUV),,"Exterior restoration (2001–2006, 1964–1968); re-pointing joints; consolidating stone parts on façades; repairs in 1938, 1959, 1969, and 1983–1984",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
323,Royal Palaces of Abomey,Benin,"Cob-wall fortified palace ensemble with courtyards (outer, inner, private), portals, and traditional structures (Djexo, Adoxo); nan",Internal (DS/OUV),,1625 to 1900,Internal (DS/OUV),,Kingdom of Dahomey / Aja-Fon culture,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Laterite,Laterite,Laterite,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Red / Earth tone (implied by laterite clay/cob, but explicit geological color profile is NA)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Enclosure walls, sacred structures (Djexo, Adoxo tombs), and palaces",Internal (DS/OUV),,Polychrome bas-reliefs,Internal (DS/OUV),,"Cob-wall construction (bâtiment en bauge) using laterite earth, water, wood, and straw",Internal (DS/OUV),,Precariousness of earth/traditional building materials under natural phenomena,Internal (DS/OUV),,"Traditional materials (laterite, wood, straw) used during rehabilitation",Internal (DS/OUV),,Over half of the 184 identified components restored in accordance with accepted conservation standards; monitored via risk management and conservation plans,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1106,Pasargadae,Iran (Islamic Republic of),"Capital, Palaces, Gardens, Gatehouse, Audience Hall, Residential Palace, Mausoleum/Tomb, Fortified Platform (Tall-e Takht), Citadel; nan",Internal (DS/OUV),,6th century BC,Internal (DS/OUV),,Persian / Achaemenid (First Persian) Empire,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Limestone ,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,,,Mud-brick (mentioned for Tall-e Takht defenses),Internal (DS/OUV),,,,,Compact limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,"Local (Morgab plain setting mentioned, though quarry origin is not specified) / NA",Internal (DS/OUV),,,,,"Tomb (compact limestone tomb holding Cyrus the Great’s gilded sarcophagus), Fortified Platform (Tall-e Takht), Waterways/Pathways (Four Gardens)",Internal (DS/OUV),,"Refined details, slender verticality",Internal (DS/OUV),,Mud-brick construction (citadel/fortified platform); Refined stone architecture,Internal (DS/OUV),,"Erosion (physical, chemical, environmental), violent winds, burning sun, flooding",Internal (DS/OUV),,,,,Recent restoration utilizing traditional technology and materials in harmony with the ensemble; poor condition of mud-brick due to 1960s excavations,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1532,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,Pre-Angkorian / Chenla Period Khmer Architecture (including octagonal temples reflecting flying octagonal palaces / Vimana Trivishtapa); nan,Internal (DS/OUV),,Late 6th and early 7th centuries AD (with repairs/modifications from 7th to 11th century),Internal (DS/OUV),,Chenla Empire / Kingdom,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Fired Brick, Laterite",Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fired brick and/or laterite for enclosure walls, central towers, and surrounding structures",Internal (DS/OUV),,"Sandstone used for decorative details (lintels, pediments, colonnades, and sculptures)",Internal (DS/OUV),,Brick construction with sandstone detailing and sympathetic brickwork restoration using traditional techniques,Internal (DS/OUV),,"Degradation caused by ravages of time, vagaries of climate, forest encroachment, decay, and recent historical conflict/war zone",Internal (DS/OUV),,Sympathetic restoration to damaged brickwork using old/traditional bricks,Internal (DS/OUV),,"Reversible, minor reconstruction focused on ensuring structural stability without hypothetical reconstruction",Internal (DS/OUV),,Poor,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1532,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,Pre-Angkorian / Chenla Period Khmer Architecture (including octagonal temples reflecting flying octagonal palaces / Vimana Trivishtapa); nan,Internal (DS/OUV),,Late 6th and early 7th centuries AD (with repairs/modifications from 7th to 11th century),Internal (DS/OUV),,Chenla Empire / Kingdom,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Fired Brick, Laterite",Laterite,Laterite,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fired brick and/or laterite for enclosure walls, central towers, and surrounding structures",Internal (DS/OUV),,"Sandstone used for decorative details (lintels, pediments, colonnades, and sculptures)",Internal (DS/OUV),,Brick construction with sandstone detailing and sympathetic brickwork restoration using traditional techniques,Internal (DS/OUV),,"Degradation caused by ravages of time, vagaries of climate, forest encroachment, decay, and recent historical conflict/war zone",Internal (DS/OUV),,Sympathetic restoration to damaged brickwork using old/traditional bricks,Internal (DS/OUV),,"Reversible, minor reconstruction focused on ensuring structural stability without hypothetical reconstruction",Internal (DS/OUV),,Poor,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1599,Krzemionki Prehistoric Striped Flint Mining Region,Poland,"Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops); nan",Internal (DS/OUV),,4th to 7th centuries AD (A.D. 296 – 7th Century AD),Internal (DS/OUV),,Early Christian / Coptic,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Limestone, Marble",Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,"Limestone, Marble",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashlar masonry for main buildings / wall construction,Internal (DS/OUV),,"Columns (made of Marble), Mosaics, fine lime plaster",Internal (DS/OUV),,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Internal (DS/OUV),,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation",Internal (DS/OUV),,,,,Ongoing periodic maintenance and active dewatering project to lower underground water table,Internal (DS/OUV),,Moderate,,,Yes,,,,Tier 9: Unflagged,
240,Khajuraho Group of Monuments,India,Nagara-style temple architecture; nan,Internal (DS/OUV),,10th and 11th centuries CE (950–1050 CE),Internal (DS/OUV),,Chandella dynasty,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elevated terraced platform (jagati), body (jangha), sanctum (garbhagriha), main hall (mandapa), entrance porch (ardhamandapa), vestibule (antarala), tower (shikhara), spires",Internal (DS/OUV),,"Sculpted surfaces depicting sacred/secular themes, anthropomorphic and non-anthropomorphic motifs, deities, amorous couples, dancers, and musicians",Internal (DS/OUV),,,,,Vibrations and dust particles from the nearby Khajuraho Airport identified as potential threats,Internal (DS/OUV),,,,,Managed under the Ancient Monuments and Archaeological Sites and Remains (AMASR) Act,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
295,Byblos,Lebanon,"Building, Byzantine, Construction, Monument, Monumental, Ottoman, Plan, Structure; nan",Internal (DS/OUV),,"From Neolithic (8000 years ago/first settlement), Bronze Age, Persian, Roman, Byzantine, Crusade, to Ottoman period",Internal (DS/OUV),,"Phoenician, Persian, Roman, Byzantine, Crusader, Ottoman",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (coastal cliff setting),Internal (DS/OUV),,,,,"Rampart walls, castle/citadel, donjon, cathedral, churches, mosque, temples, dwellings, Roman road",Internal (DS/OUV),,"Mosaics, Sarcophagus (carved sarcophagus of Ahiram)",Internal (DS/OUV),,,,,Climatic conditions causing erosion (especially affecting mosaics and archaeological elements),Internal (DS/OUV),,,,,Ongoing targeted conservation projects by the Directorate General of Antiquities (DGA); protection and enhancement plan being prepared,Internal (DS/OUV),,Moderate,,,Yes,,,,Tier 9: Unflagged,
1375,Santiniketan,India,"Architecture, Art Deco, Colonial, Renaissance, Traditional; nan",Internal (DS/OUV),,"Early 20th century (1901, 1921)",Internal (DS/OUV),,Pan-Asian / Modern Indian,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Laterite",Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,"Coal (Coal tar), Mud, Brick, Glass, Cast Iron, Thatch, Timber, Precast Concrete, Reinforced Concrete",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,India (Inferred local/regional),Internal (DS/OUV),,Local / Indigenous,Internal (DS/OUV),,,,,"Historic buildings, pavilions, platforms",Internal (DS/OUV),,"Murals, frescos, wooden windows, furniture, artworks",Internal (DS/OUV),,"Experimental construction techniques combining brick, mud, coal tar, sandstone, laterite, thatch, timber, bamboo, and concrete",Internal (DS/OUV),,Deterioration of physical materials,Internal (DS/OUV),,,,,Ongoing conservation projects overseen by the Visva-Bharati Heritage Committee & Archaeological Survey of India (ASI),Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1375,Santiniketan,India,"Architecture, Art Deco, Colonial, Renaissance, Traditional; nan",Internal (DS/OUV),,"Early 20th century (1901, 1921)",Internal (DS/OUV),,Pan-Asian / Modern Indian,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Laterite",Laterite,Laterite,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,"Coal (Coal tar), Mud, Brick, Glass, Cast Iron, Thatch, Timber, Precast Concrete, Reinforced Concrete",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,India (Inferred local/regional),Internal (DS/OUV),,Local / Indigenous,Internal (DS/OUV),,,,,"Historic buildings, pavilions, platforms",Internal (DS/OUV),,"Murals, frescos, wooden windows, furniture, artworks",Internal (DS/OUV),,"Experimental construction techniques combining brick, mud, coal tar, sandstone, laterite, thatch, timber, bamboo, and concrete",Internal (DS/OUV),,Deterioration of physical materials,Internal (DS/OUV),,,,,Ongoing conservation projects overseen by the Visva-Bharati Heritage Committee & Archaeological Survey of India (ASI),Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1358,Citadel of the Ho Dynasty,Viet Nam,"Imperial city / Citadel composed of Inner Citadel, La Thanh Outer Wall, and Nam Giao Altar; nan",Internal (DS/OUV),,1397 (built in 1397; capital from 1398–1407),Internal (DS/OUV),,Ho Dynasty / Late 14th-century Viet Nam (Neo-Confucianism / Vietnamese culture),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,Limestone,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Viet Nam,Internal (DS/OUV),,,,,,,,Massive stone walls / Large blocks used for constructing the Inner Citadel walls,Internal (DS/OUV),,Architectural elements designed for space management and decoration,Internal (DS/OUV),,Large limestone blocks / massive stone walls,Internal (DS/OUV),,,,,,,,"Well-preserved / section of La Thanh Outer Wall protected, Nam Giao Altar archaeological remains preserved",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
1433,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",State of Palestine,Early Christian Basilica & Pilgrimage Route Ensemble; nan,Internal (DS/OUV),,4th–6th centuries AD (First completed AD 339; replaced/reconstructed mid-6th century AD),Internal (DS/OUV),,Roman Empire / Byzantine / Crusader,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Limestone (Yellow Limestone),Limestone (Yellow Limestone),Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,yellow,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Basilica walls, columns, and surrounding buildings along Star Street",Internal (DS/OUV),,"Floor Mosaics, Icon Painting on columns",Internal (DS/OUV),,Traditional urban fabric / masonry,Internal (DS/OUV),,Polluted environment negatively affecting stone façades,Internal (DS/OUV),,,,,Technical plan for roof restoration; ongoing urban conservation,Internal (DS/OUV),,Moderate,,,Yes,,,,Tier 9: Unflagged,
86,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Egypt,"Rock tombs, ornate mastabas, temples, pyramids, palaces, craftsmen’s workshops, dockyards, arsenals, residential neighbourhoods; nan",Internal (DS/OUV),,"3000 BC (Old Kingdom through Middle, New, Late, and Ptolemaic Periods)",Internal (DS/OUV),,Ancient Egyptian / Pharaonic,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Limestone,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egypt,Internal (DS/OUV),,,,,,,,"Monumental stone building, pyramids (e.g., Step Pyramid of Djoser, Great Pyramid of Khufu), step pyramids, temples, tombs",Internal (DS/OUV),,,,,"Rock-cut tombs, mastaba, pyramid constructions",Internal (DS/OUV),,"Damage from natural forces through time, causing surface detail vulnerabilities",Internal (DS/OUV),,,,,Principles of restoration applied respecting legibility and reversibility (Ministry of Antiquities projects),Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1363,Prehistoric Pile Dwellings around the Alps,"Austria,France,Germany,Italy,Slovenia,Switzerland",Pile-dwelling (stilt house) settlements; nan,Internal (DS/OUV),,5000 to 500 B.C. (Neolithic and Bronze Age),Internal (DS/OUV),,Prehistoric early agrarian lake shore communities (~30 cultural groups),Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Amber, Flint",Flint,Flint,Sedimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imported / Traded across trade routes,Internal (DS/OUV),,,,,Wood/Organic materials used for piles/houses; Stones not used structurally,Internal (DS/OUV),,Amber and Shells (Trade items / Personal ornaments),Internal (DS/OUV),,NA (Organic waterlogged construction; no stone masonry),Internal (DS/OUV),,"Vulnerable to lake uses, intensification of agriculture, and development",Internal (DS/OUV),,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
848,Choirokoitia,Cyprus,Circular houses / Aceramic Neolithic proto-urban settlement; nan,Internal (DS/OUV),,7th to 4th millennium B.C. (Aceramic Neolithic),Internal (DS/OUV),,Aceramic Neolithic of Cyprus (Near East origins),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Flint; Mudbrick and Stone (general stone walling, rammed earthen floors)",Flint,Flint,Sedimentary,Internal (DS/OUV),,,,Flint (used for tools),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Maroni River valley vicinity mentioned for setting),Internal (DS/OUV),,,,,"Circular houses, protective/defence enclosures, and perimeter walls",Internal (DS/OUV),,Anthropomorphic figurines in stone,Internal (DS/OUV),,Circular dry-stone and mudbrick walling with rammed earthen floors,Internal (DS/OUV),,,,,,,,Consolidation of construction materials; temporary shelters erected for protection; off-site reconstruction of 5 houses and a defence wall section.,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,"Layout, disposition of small towns, terraces, compact settlements, medieval castles, religious buildings, fortified centre, drystone walls, tiny stone huts, Doria Castle; nan",Internal (DS/OUV),,"12th century (terraces), Later Middle Ages (main 5 villages), Roman period (Portovenere archaeological remains)",Internal (DS/OUV),,"Roman, Medieval / Traditional Ligurian Community",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Sandstone, Limestone",Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Pebbles,Internal (DS/OUV),,,,,"Sandstone rough blocks, pebbles",Internal (DS/OUV),,,,,,,,,,,Rough (rough blocks),Internal (DS/OUV),,,,,,,,,,,"Local (pebbles removed from the ground, settlements erected directly on the rock)",Internal (DS/OUV),,,,,"Drystone terraced walls, house construction, roofing, tiny stone huts, castle, fortified walls",Internal (DS/OUV),,,,,Carefully constructed drystone walls of rough blocks bonded with pebbles removed from the ground; traditional craftsmanship,Internal (DS/OUV),,Abandoned terraces vulnerable to landslides; damage suffered from floods and natural disasters,Internal (DS/OUV),,,,,"Urgent reconstruction of drystone walls; recovery/reclamation of terraced landscape; systematic restoration campaigns for protected monuments (churches of St Peter, St Venerius, Doria Castle)",Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,,Tier 9: Unflagged,
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,"Layout, disposition of small towns, terraces, compact settlements, medieval castles, religious buildings, fortified centre, drystone walls, tiny stone huts, Doria Castle; nan",Internal (DS/OUV),,"12th century (terraces), Later Middle Ages (main 5 villages), Roman period (Portovenere archaeological remains)",Internal (DS/OUV),,"Roman, Medieval / Traditional Ligurian Community",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Sandstone, Limestone",Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Pebbles,Internal (DS/OUV),,,,,"Sandstone rough blocks, pebbles",Internal (DS/OUV),,,,,,,,,,,Rough (rough blocks),Internal (DS/OUV),,,,,,,,,,,"Local (pebbles removed from the ground, settlements erected directly on the rock)",Internal (DS/OUV),,,,,"Drystone terraced walls, house construction, roofing, tiny stone huts, castle, fortified walls",Internal (DS/OUV),,,,,Carefully constructed drystone walls of rough blocks bonded with pebbles removed from the ground; traditional craftsmanship,Internal (DS/OUV),,Abandoned terraces vulnerable to landslides; damage suffered from floods and natural disasters,Internal (DS/OUV),,,,,"Urgent reconstruction of drystone walls; recovery/reclamation of terraced landscape; systematic restoration campaigns for protected monuments (churches of St Peter, St Venerius, Doria Castle)",Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,,Tier 9: Unflagged,
